Country,Store,Name,Date,EOD Start,EOD Finish,EOD Duration(s), Backup Start, Backup End, Replication Window, Replication Start, Replication End, Replication Duration(s), Deployment Start, Deployment End, Dep Duration, ST File Size, PL File Size
England  UK,0001,Basingstoke,26/06/2019,26/06/2019 21:03:25,26/06/2019 23:03:40,7215,26/06/2019 21:50:35,26/06/2019 22:19:48,,26/06/2019 22:25:43,26/06/2019 22:30:37,294,26/06/2019 22:31:51,26/06/2019 22:36:51,300,,
England  UK,0002,Southampton,26/06/2019,26/06/2019 19:09:56,26/06/2019 20:27:19,4643,26/06/2019 19:32:03,26/06/2019 19:59:46,,26/06/2019 20:06:21,26/06/2019 20:17:06,645,26/06/2019 20:17:21,26/06/2019 20:19:17,116,,
England  UK,0003,Isle of Wight,26/06/2019,26/06/2019 23:37:26,-,-,26/06/2019 23:42:52,-,,27/06/2019 00:01:36,27/06/2019 00:12:31,655,-,-,,,
Wales  UK,0005,Port Talbot,26/06/2019,-,-,-,-,-,,27/06/2019 00:02:04,27/06/2019 00:04:57,173,-,-,,,
England  UK,0008,Peterborough,26/06/2019,26/06/2019 18:21:18,-,-,26/06/2019 19:08:04,-,,26/06/2019 19:15:19,26/06/2019 19:23:19,480,-,-,,,
England  UK,0010,Exeter,26/06/2019,26/06/2019 18:54:41,26/06/2019 22:14:05,11964,26/06/2019 19:40:31,26/06/2019 20:50:30,,26/06/2019 21:03:15,26/06/2019 21:16:02,767,26/06/2019 21:18:48,26/06/2019 21:24:24,336,,
England  UK,0011,St Austell,26/06/2019,26/06/2019 19:10:00,26/06/2019 20:20:37,4237,26/06/2019 19:31:16,26/06/2019 19:56:35,,26/06/2019 20:03:11,26/06/2019 20:15:07,716,-,-,,,
England  UK,0012,Exmouth,26/06/2019,26/06/2019 18:06:40,26/06/2019 19:44:21,5861,26/06/2019 18:43:22,26/06/2019 19:10:09,,26/06/2019 19:13:44,26/06/2019 19:19:33,349,26/06/2019 19:19:52,26/06/2019 19:23:22,210,,
Wales  UK,0014,Swansea,26/06/2019,26/06/2019 18:11:44,26/06/2019 19:28:22,4598,26/06/2019 18:33:51,26/06/2019 19:04:09,,26/06/2019 19:09:34,26/06/2019 19:23:29,835,-,-,,,
England  UK,0015,Bath,26/06/2019,26/06/2019 18:12:25,26/06/2019 20:49:04,9399,26/06/2019 18:58:01,26/06/2019 19:40:46,,26/06/2019 19:48:22,26/06/2019 19:53:41,319,-,-,,,
England  UK,0016,Epsom,26/06/2019,26/06/2019 18:07:39,26/06/2019 19:52:40,6301,26/06/2019 18:38:53,26/06/2019 19:00:07,,26/06/2019 19:06:12,26/06/2019 19:23:17,1025,26/06/2019 19:24:02,26/06/2019 19:28:14,252,,
England  UK,0021,Romford,26/06/2019,26/06/2019 19:02:22,26/06/2019 22:04:54,10952,26/06/2019 19:43:33,26/06/2019 20:43:41,,26/06/2019 20:48:36,26/06/2019 20:50:20,104,26/06/2019 20:51:31,26/06/2019 20:52:47,76,,
England  UK,0022,Salisbury,26/06/2019,26/06/2019 17:43:59,26/06/2019 19:16:37,5558,26/06/2019 18:07:05,26/06/2019 18:49:47,,26/06/2019 18:55:02,26/06/2019 19:00:44,342,26/06/2019 19:01:01,26/06/2019 19:04:47,226,,
England  UK,0023,Derby,26/06/2019,26/06/2019 18:35:34,26/06/2019 20:03:26,5272,26/06/2019 18:59:31,26/06/2019 19:29:22,,26/06/2019 19:36:18,26/06/2019 19:40:02,224,-,-,,,
England  UK,0024,Shrewsbury,26/06/2019,26/06/2019 18:45:51,26/06/2019 20:08:51,4980,26/06/2019 19:17:57,26/06/2019 19:47:13,,26/06/2019 19:52:48,26/06/2019 19:57:42,294,26/06/2019 19:58:45,26/06/2019 20:03:03,258,,
England  UK,0025,Ilkeston,26/06/2019,-,-,-,-,-,,27/06/2019 00:02:33,27/06/2019 00:05:16,163,-,-,,,
England  UK,0026,Dunstable,26/06/2019,-,-,-,-,-,,27/06/2019 00:03:01,27/06/2019 00:05:34,153,-,-,,,
England  UK,0028,Stourbridge,26/06/2019,26/06/2019 18:16:25,26/06/2019 19:30:51,4466,26/06/2019 18:50:50,26/06/2019 19:07:04,,26/06/2019 19:12:19,26/06/2019 19:20:59,520,26/06/2019 19:21:30,26/06/2019 19:25:29,239,,
England  UK,0029,Brighton,26/06/2019,26/06/2019 19:30:16,26/06/2019 21:53:51,8615,26/06/2019 20:15:13,26/06/2019 20:50:54,,26/06/2019 20:58:20,26/06/2019 21:03:34,314,26/06/2019 21:03:53,26/06/2019 21:09:26,333,,
England  UK,0031,Arnold,26/06/2019,26/06/2019 17:43:49,26/06/2019 20:20:16,9387,26/06/2019 18:25:23,26/06/2019 18:57:24,,26/06/2019 19:02:59,26/06/2019 19:24:21,1282,-,-,,,
England  UK,0032,Boston,26/06/2019,26/06/2019 18:37:21,26/06/2019 19:43:33,3972,26/06/2019 19:21:27,26/06/2019 19:32:32,,26/06/2019 19:34:27,26/06/2019 19:37:42,195,26/06/2019 19:38:07,26/06/2019 19:40:04,117,,
