Country,Store,Name,Date,EOD_Start,EOD_Finish,EOD_Duration,Backup_Start,Backup_end,Replication_Start,Replication_End,Replication_Duration,Deployment_Start,Deployment_End,Dep_Duration
England  UK,35,Colchester,15/01/2018,15/01/2018 22:06:23,16/01/2018 00:10:11,7428,15/01/2018 22:11:46,15/01/2018 22:46:47,15/01/2018 22:53:42,15/01/2018 22:58:37,295,15/01/2018 22:59:42,15/01/2018 23:01:31,109
England  UK,36,Ipswich,15/01/2018,15/01/2018 18:30:30,15/01/2018 22:49:58,15568,15/01/2018 18:54:25,15/01/2018 21:24:47,15/01/2018 21:42:43,15/01/2018 21:47:57,314,15/01/2018 21:48:28,15/01/2018 21:50:21,113
England  UK,37,Kettering,15/01/2018,15/01/2018 17:41:35,15/01/2018 18:52:36,4261,15/01/2018 18:17:12,15/01/2018 18:35:59,15/01/2018 18:40:54,15/01/2018 18:44:39,225,15/01/2018 18:45:29,15/01/2018 18:47:04,95
England  UK,39,Leicester,15/01/2018,15/01/2018 19:10:27,15/01/2018 22:14:55,11068,15/01/2018 19:33:39,15/01/2018 20:22:05,15/01/2018 20:32:20,15/01/2018 20:37:44,324,15/01/2018 20:40:46,15/01/2018 20:42:53,127
England  UK,40,Nottingham,15/01/2018,15/01/2018 20:21:18,15/01/2018 23:51:14,12596,15/01/2018 21:05:48,15/01/2018 22:03:13,15/01/2018 22:14:59,15/01/2018 22:20:22,323,15/01/2018 22:23:46,15/01/2018 22:25:57,131
England  UK,41,Southend,15/01/2018,15/01/2018 20:01:43,15/01/2018 22:08:37,7614,15/01/2018 20:22:42,15/01/2018 21:00:14,15/01/2018 21:06:49,15/01/2018 21:12:03,314,15/01/2018 21:13:16,15/01/2018 21:14:48,92
England  UK,45,Bromsgrove,15/01/2018,15/01/2018 17:37:39,15/01/2018 18:40:08,3749,15/01/2018 18:08:13,15/01/2018 18:25:15,15/01/2018 18:28:10,15/01/2018 18:32:39,269,15/01/2018 18:33:00,15/01/2018 18:34:39,99
England  UK,46,Cannock,15/01/2018,15/01/2018 17:39:34,15/01/2018 18:47:18,4064,15/01/2018 18:13:30,15/01/2018 18:29:41,15/01/2018 18:34:06,15/01/2018 18:38:27,261,15/01/2018 18:39:00,15/01/2018 18:40:40,100
England  UK,47,Cheltenham,15/01/2018,15/01/2018 18:12:14,15/01/2018 19:53:20,6066,15/01/2018 18:34:20,15/01/2018 18:58:09,15/01/2018 19:03:14,15/01/2018 19:08:18,304,15/01/2018 19:09:01,15/01/2018 19:10:47,106
England  UK,48,Congleton,15/01/2018,15/01/2018 18:07:58,15/01/2018 19:15:06,4028,15/01/2018 18:45:05,15/01/2018 18:59:48,15/01/2018 19:03:34,15/01/2018 19:08:02,268,15/01/2018 19:08:09,15/01/2018 19:09:43,94
England  UK,49,Croydon,15/01/2018,15/01/2018 18:06:54,15/01/2018 20:18:49,7915,15/01/2018 18:27:30,15/01/2018 19:14:29,15/01/2018 19:23:25,15/01/2018 19:29:40,375,15/01/2018 19:30:46,15/01/2018 19:33:37,171
England  UK,50,Eastbourne,15/01/2018,15/01/2018 17:51:07,15/01/2018 20:22:48,9101,15/01/2018 18:32:04,15/01/2018 19:05:34,15/01/2018 19:12:40,15/01/2018 19:18:11,331,15/01/2018 19:19:51,15/01/2018 19:21:45,114
England  UK,52,Bedford,15/01/2018,15/01/2018 18:43:37,16/01/2018 02:36:59,28402,15/01/2018 19:07:27,15/01/2018 23:18:59,15/01/2018 23:39:45,15/01/2018 23:45:29,344,15/01/2018 23:51:30,15/01/2018 23:53:14,104
England  UK,53,Hereford,15/01/2018,15/01/2018 18:15:56,15/01/2018 20:52:41,9405,15/01/2018 18:38:25,15/01/2018 19:20:52,15/01/2018 19:30:28,15/01/2018 19:35:03,275,15/01/2018 19:37:45,15/01/2018 19:39:45,120
England  UK,54,Hitchin,15/01/2018,15/01/2018 17:45:34,15/01/2018 18:39:04,3210,15/01/2018 18:06:30,15/01/2018 18:21:21,15/01/2018 18:25:36,15/01/2018 18:29:55,259,15/01/2018 18:30:41,15/01/2018 18:33:47,186
Wales  UK,55,Newport,15/01/2018,15/01/2018 18:09:45,15/01/2018 20:04:23,6878,15/01/2018 18:51:25,15/01/2018 19:16:33,15/01/2018 19:22:18,15/01/2018 19:27:13,295,15/01/2018 19:27:25,15/01/2018 19:29:03,98
England  UK,56,Nuneaton,15/01/2018,15/01/2018 18:25:58,15/01/2018 20:08:35,6157,15/01/2018 19:02:46,15/01/2018 19:24:54,15/01/2018 19:31:10,15/01/2018 19:36:29,319,15/01/2018 19:38:01,15/01/2018 19:39:47,106
England  UK,57,Portsmouth,15/01/2018,15/01/2018 18:15:49,15/01/2018 19:59:08,6199,15/01/2018 18:39:45,15/01/2018 19:07:39,15/01/2018 19:13:34,15/01/2018 19:18:07,273,15/01/2018 19:18:56,15/01/2018 19:20:34,98
England  UK,59,Barnstaple,15/01/2018,15/01/2018 18:20:48,15/01/2018 20:38:33,8265,15/01/2018 18:59:32,15/01/2018 19:25:44,15/01/2018 19:31:30,15/01/2018 19:35:08,218,0,0,0
England  UK,60,Camborne,15/01/2018,15/01/2018 18:09:05,15/01/2018 19:26:54,4669,15/01/2018 18:33:18,15/01/2018 18:50:50,15/01/2018 18:55:05,15/01/2018 18:59:42,277,15/01/2018 19:00:28,15/01/2018 19:01:57,89
England  UK,61,Rugby,15/01/2018,15/01/2018 18:17:33,15/01/2018 19:30:37,4384,15/01/2018 18:38:28,15/01/2018 18:55:49,15/01/2018 19:00:14,15/01/2018 19:04:58,284,15/01/2018 19:05:11,15/01/2018 19:06:39,88
England  UK,63,Swindon,15/01/2018,15/01/2018 18:45:29,15/01/2018 22:02:32,11823,15/01/2018 19:09:38,15/01/2018 19:59:01,15/01/2018 20:17:17,15/01/2018 20:23:00,343,0,0,0
England  UK,64,Tamworth,15/01/2018,15/01/2018 17:54:06,15/01/2018 19:24:14,5408,15/01/2018 18:32:43,15/01/2018 18:47:46,15/01/2018 18:51:41,15/01/2018 18:56:00,259,15/01/2018 18:56:33,15/01/2018 18:58:12,99
England  UK,65,Tiverton,15/01/2018,15/01/2018 18:21:40,15/01/2018 21:21:21,10781,15/01/2018 18:42:43,15/01/2018 19:41:15,15/01/2018 19:54:31,15/01/2018 20:08:22,831,15/01/2018 20:09:23,15/01/2018 20:18:02,519
England  UK,66,Warminster,15/01/2018,15/01/2018 17:44:14,15/01/2018 19:16:25,5531,15/01/2018 18:05:01,15/01/2018 18:46:34,15/01/2018 18:52:30,15/01/2018 18:58:24,354,15/01/2018 18:58:54,15/01/2018 19:01:12,138
England  UK,67,Winchester,15/01/2018,15/01/2018 18:10:33,15/01/2018 19:39:48,5355,15/01/2018 18:34:38,15/01/2018 19:03:05,15/01/2018 19:06:20,15/01/2018 19:10:58,278,15/01/2018 19:11:04,15/01/2018 19:12:36,92
England  UK,68,Torquay,15/01/2018,15/01/2018 18:15:48,15/01/2018 19:35:06,4758,15/01/2018 18:37:55,15/01/2018 18:58:31,15/01/2018 19:01:56,15/01/2018 19:03:50,114,0,0,0
England  UK,69,Truro,15/01/2018,15/01/2018 17:55:24,15/01/2018 19:20:41,5117,15/01/2018 18:40:12,15/01/2018 19:01:08,15/01/2018 19:06:23,15/01/2018 19:11:07,284,15/01/2018 19:11:55,15/01/2018 19:13:34,99
England  UK,71,Leamington Spa,15/01/2018,15/01/2018 18:10:31,15/01/2018 20:25:55,8124,15/01/2018 18:44:04,15/01/2018 19:12:45,15/01/2018 19:17:40,15/01/2018 19:22:24,284,15/01/2018 19:23:03,15/01/2018 19:24:49,106
England  UK,72,Newbury,15/01/2018,15/01/2018 17:46:12,15/01/2018 19:02:13,4561,15/01/2018 18:22:20,15/01/2018 18:45:24,15/01/2018 18:50:39,15/01/2018 18:55:08,269,15/01/2018 18:55:18,15/01/2018 18:56:49,91
England  UK,73,Poole,15/01/2018,15/01/2018 18:50:36,15/01/2018 21:09:25,8329,15/01/2018 19:13:55,15/01/2018 19:48:51,15/01/2018 19:56:36,15/01/2018 20:00:20,224,15/01/2018 20:02:12,15/01/2018 20:03:58,106
England  UK,74,Reading,15/01/2018,15/01/2018 18:41:38,15/01/2018 20:59:22,8264,15/01/2018 19:04:06,15/01/2018 19:44:56,15/01/2018 19:54:41,15/01/2018 19:59:10,269,15/01/2018 20:01:20,15/01/2018 20:03:13,113
England  UK,75,Sutton Coldfield,15/01/2018,15/01/2018 18:23:30,15/01/2018 20:22:30,7140,15/01/2018 19:06:25,15/01/2018 19:33:34,15/01/2018 19:39:10,15/01/2018 19:43:48,278,15/01/2018 19:45:27,15/01/2018 19:47:06,99
England  UK,76,Taunton,15/01/2018,15/01/2018 18:14:18,15/01/2018 20:06:31,6733,15/01/2018 18:40:34,15/01/2018 19:07:36,15/01/2018 19:15:52,15/01/2018 19:20:25,273,15/01/2018 19:21:44,15/01/2018 19:23:27,103
England  UK,77,West Bromwich,15/01/2018,15/01/2018 20:19:44,15/01/2018 22:28:49,7745,15/01/2018 21:00:33,15/01/2018 21:29:10,15/01/2018 21:35:15,15/01/2018 21:40:14,299,15/01/2018 21:41:28,15/01/2018 21:43:11,103
England  UK,79,Boscombe,15/01/2018,15/01/2018 18:35:32,15/01/2018 19:48:17,4365,15/01/2018 18:58:40,15/01/2018 19:21:01,15/01/2018 19:25:36,15/01/2018 19:29:20,224,15/01/2018 19:29:59,15/01/2018 19:31:43,104
England  UK,80,Bridgwater,15/01/2018,15/01/2018 17:54:22,15/01/2018 19:54:25,7203,15/01/2018 18:32:08,15/01/2018 18:59:39,15/01/2018 19:06:04,15/01/2018 19:09:48,224,15/01/2018 19:10:33,15/01/2018 19:12:25,112
Wales  UK,82,Carmarthen,15/01/2018,15/01/2018 17:52:24,15/01/2018 19:10:41,4697,15/01/2018 18:37:00,15/01/2018 18:48:53,15/01/2018 18:52:28,15/01/2018 18:56:41,253,15/01/2018 18:57:02,15/01/2018 18:58:28,86
England  UK,83,Penzance,15/01/2018,15/01/2018 18:05:23,15/01/2018 21:21:18,11755,15/01/2018 18:27:34,15/01/2018 19:30:50,15/01/2018 19:46:27,15/01/2018 19:52:32,365,15/01/2018 19:53:16,15/01/2018 19:55:54,158
England  UK,84,Dudley,15/01/2018,15/01/2018 18:13:06,15/01/2018 19:39:29,5183,15/01/2018 18:34:02,15/01/2018 18:56:10,15/01/2018 19:00:26,15/01/2018 19:04:55,269,15/01/2018 19:05:28,15/01/2018 19:07:01,93
England  UK,85,Ealing Broadway,15/01/2018,15/01/2018 18:23:14,15/01/2018 21:53:30,12616,15/01/2018 18:44:50,15/01/2018 19:57:28,15/01/2018 20:07:03,15/01/2018 20:14:48,465,15/01/2018 20:16:06,15/01/2018 20:19:20,194
England  UK,86,Frome,15/01/2018,15/01/2018 18:05:11,15/01/2018 19:01:06,3355,15/01/2018 18:36:16,15/01/2018 18:45:41,15/01/2018 18:48:36,15/01/2018 18:51:59,203,15/01/2018 18:52:22,15/01/2018 18:53:20,58
England  UK,87,Gloucester,15/01/2018,15/01/2018 18:01:57,15/01/2018 21:07:58,11161,15/01/2018 18:48:20,15/01/2018 19:35:43,15/01/2018 19:44:58,15/01/2018 19:50:09,311,15/01/2018 19:52:05,15/01/2018 19:53:53,108
Channel Islands,88,Guernsey,15/01/2018,15/01/2018 18:24:03,15/01/2018 19:15:17,3074,15/01/2018 18:45:01,15/01/2018 18:59:50,15/01/2018 19:03:25,15/01/2018 19:07:50,265,15/01/2018 19:08:47,15/01/2018 19:10:08,81
England  UK,91,Weymouth,15/01/2018,15/01/2018 19:56:52,15/01/2018 22:57:38,10846,15/01/2018 20:17:21,15/01/2018 21:14:52,15/01/2018 21:22:47,15/01/2018 21:27:32,285,15/01/2018 21:28:40,15/01/2018 21:30:30,110
England  UK,93,Bristol City Centre,15/01/2018,15/01/2018 18:51:09,0,0,15/01/2018 19:16:54,0,15/01/2018 19:24:10,15/01/2018 19:29:24,314,0,0,0
England  UK,95,Wigan,15/01/2018,15/01/2018 18:49:42,15/01/2018 21:27:14,9452,15/01/2018 19:29:55,15/01/2018 20:12:46,15/01/2018 20:25:51,15/01/2018 20:30:50,299,15/01/2018 20:31:07,15/01/2018 20:32:54,107
Scotland  UK,96,Aberdeen,15/01/2018,15/01/2018 18:25:22,15/01/2018 20:21:09,6947,15/01/2018 18:49:05,15/01/2018 19:19:34,15/01/2018 19:26:49,15/01/2018 19:32:19,330,15/01/2018 19:32:29,15/01/2018 19:34:06,97
England  UK,97,Blackburn,15/01/2018,15/01/2018 17:43:23,15/01/2018 18:56:47,4404,15/01/2018 18:04:32,15/01/2018 18:22:50,15/01/2018 18:27:15,15/01/2018 18:30:52,217,15/01/2018 18:31:01,15/01/2018 18:32:49,108
Scotland  UK,99,Cumbernauld,15/01/2018,15/01/2018 17:41:12,15/01/2018 18:47:45,3993,15/01/2018 18:15:58,15/01/2018 18:31:10,15/01/2018 18:35:06,15/01/2018 18:39:40,274,15/01/2018 18:40:21,15/01/2018 18:42:11,110
Scotland  UK,100,Edinburgh,15/01/2018,15/01/2018 20:06:01,15/01/2018 22:17:42,7901,15/01/2018 20:34:50,15/01/2018 21:02:03,15/01/2018 21:07:28,15/01/2018 21:12:22,294,15/01/2018 21:12:54,15/01/2018 21:14:38,104
Scotland  UK,102,Glasgow,15/01/2018,15/01/2018 19:55:51,16/01/2018 02:04:06,22095,15/01/2018 20:20:28,15/01/2018 22:33:30,15/01/2018 22:52:36,15/01/2018 22:58:26,350,15/01/2018 23:01:20,15/01/2018 23:03:25,125
England  UK,103,Wallasey,15/01/2018,15/01/2018 17:37:41,15/01/2018 18:44:57,4036,15/01/2018 17:59:39,15/01/2018 18:17:29,15/01/2018 18:20:44,15/01/2018 18:24:33,229,15/01/2018 18:24:40,15/01/2018 18:25:45,65
England  UK,104,Halifax,15/01/2018,15/01/2018 17:47:26,15/01/2018 20:00:50,8004,15/01/2018 18:08:54,15/01/2018 19:25:48,15/01/2018 19:37:03,15/01/2018 19:42:08,305,15/01/2018 19:42:26,15/01/2018 19:44:13,107
England  UK,106,Leeds,15/01/2018,15/01/2018 20:16:16,15/01/2018 23:13:01,10605,15/01/2018 20:57:13,15/01/2018 21:43:04,15/01/2018 21:55:10,15/01/2018 22:00:59,349,15/01/2018 22:01:12,15/01/2018 22:02:50,98
Scotland  UK,108,Livingston,15/01/2018,15/01/2018 17:40:06,15/01/2018 19:12:28,5542,15/01/2018 18:02:03,15/01/2018 18:28:24,15/01/2018 18:33:20,15/01/2018 18:38:09,289,15/01/2018 18:38:54,15/01/2018 18:40:27,93
Scotland  UK,110,Perth,15/01/2018,15/01/2018 18:10:44,15/01/2018 19:41:21,5437,15/01/2018 18:40:41,15/01/2018 18:59:13,15/01/2018 19:03:29,15/01/2018 19:07:07,218,15/01/2018 19:07:34,15/01/2018 19:09:03,89
England  UK,111,Preston,15/01/2018,15/01/2018 18:58:57,15/01/2018 21:59:51,10854,15/01/2018 19:48:57,15/01/2018 20:34:43,15/01/2018 20:46:08,15/01/2018 20:49:53,225,15/01/2018 20:53:31,15/01/2018 20:55:10,99
England  UK,113,Bradford Idle,15/01/2018,15/01/2018 18:15:17,15/01/2018 19:27:37,4340,15/01/2018 18:38:13,15/01/2018 19:01:41,15/01/2018 19:07:07,15/01/2018 19:11:45,278,15/01/2018 19:12:49,15/01/2018 19:14:25,96
England  UK,114,Dewsbury,15/01/2018,15/01/2018 18:41:15,15/01/2018 19:50:08,4133,15/01/2018 19:03:21,15/01/2018 19:27:37,15/01/2018 19:33:53,15/01/2018 19:38:42,289,15/01/2018 19:39:57,15/01/2018 19:41:33,96
England  UK,116,Hull,15/01/2018,15/01/2018 17:47:52,15/01/2018 21:12:35,12283,15/01/2018 18:28:41,15/01/2018 18:57:43,15/01/2018 19:04:49,15/01/2018 19:10:02,313,15/01/2018 19:11:55,15/01/2018 19:13:41,106
England  UK,117,Middlesbrough,15/01/2018,15/01/2018 18:20:29,15/01/2018 20:12:27,6718,15/01/2018 19:09:11,15/01/2018 19:39:48,15/01/2018 19:49:13,15/01/2018 19:53:02,229,15/01/2018 19:56:35,15/01/2018 19:58:13,98
England  UK,118,Northwich,15/01/2018,15/01/2018 17:34:31,15/01/2018 19:24:23,6592,15/01/2018 18:18:44,15/01/2018 18:36:00,15/01/2018 18:38:55,15/01/2018 18:41:54,179,15/01/2018 18:42:01,15/01/2018 18:42:40,39
England  UK,119,Sheffield,15/01/2018,15/01/2018 19:29:34,15/01/2018 21:30:53,7279,15/01/2018 20:16:16,15/01/2018 20:52:49,15/01/2018 21:03:14,15/01/2018 21:08:13,299,15/01/2018 21:12:24,15/01/2018 21:14:09,105
England  UK,120,Grimsby,15/01/2018,15/01/2018 17:37:49,15/01/2018 18:35:22,3453,15/01/2018 17:59:55,15/01/2018 18:20:08,15/01/2018 18:25:24,15/01/2018 18:29:07,223,0,0,0
England  UK,121,York,15/01/2018,15/01/2018 18:07:24,15/01/2018 20:14:34,7630,15/01/2018 18:46:02,15/01/2018 19:20:00,15/01/2018 19:27:15,15/01/2018 19:31:55,280,15/01/2018 19:32:05,15/01/2018 19:33:45,100
England  UK,122,Wakefield,15/01/2018,15/01/2018 18:30:44,15/01/2018 19:55:04,5060,15/01/2018 18:55:47,15/01/2018 19:23:17,15/01/2018 19:34:22,15/01/2018 19:39:42,320,15/01/2018 19:44:07,15/01/2018 19:46:15,128
England  UK,123,Widnes,15/01/2018,15/01/2018 17:48:12,15/01/2018 20:06:56,8324,15/01/2018 18:46:50,15/01/2018 19:29:47,15/01/2018 19:38:53,15/01/2018 19:48:08,555,15/01/2018 19:49:07,15/01/2018 19:53:37,270
England  UK,125,Stockton,15/01/2018,15/01/2018 18:58:12,15/01/2018 20:17:33,4761,15/01/2018 19:21:22,15/01/2018 19:53:38,15/01/2018 20:00:33,15/01/2018 20:05:57,324,15/01/2018 20:08:10,15/01/2018 20:10:12,122
England  UK,126,Stafford,15/01/2018,0,0,0,0,0,16/01/2018 08:00:57,16/01/2018 08:02:41,104,0,0,0
England  UK,127,Redditch,15/01/2018,15/01/2018 18:13:56,15/01/2018 21:23:47,11391,15/01/2018 18:35:51,15/01/2018 19:43:18,15/01/2018 19:54:24,15/01/2018 19:58:53,269,15/01/2018 20:01:17,15/01/2018 20:05:28,251
England  UK,129,Luton,15/01/2018,15/01/2018 18:22:07,15/01/2018 20:31:54,7787,15/01/2018 18:44:06,15/01/2018 19:19:27,15/01/2018 19:25:32,15/01/2018 19:30:21,289,15/01/2018 19:33:14,15/01/2018 19:34:57,103
England  UK,131,Macclesfield,15/01/2018,15/01/2018 17:44:37,15/01/2018 19:33:17,6520,15/01/2018 18:05:36,15/01/2018 18:33:42,15/01/2018 18:37:58,15/01/2018 18:42:26,268,15/01/2018 18:42:54,15/01/2018 18:44:30,96
England  UK,132,Norris Green,15/01/2018,0,0,0,0,0,16/01/2018 08:01:25,16/01/2018 08:03:03,98,0,0,0
England  UK,133,Weston0Super0Mare,15/01/2018,15/01/2018 17:39:49,15/01/2018 18:56:07,4578,15/01/2018 18:18:46,15/01/2018 18:41:26,15/01/2018 18:44:11,15/01/2018 18:47:04,173,15/01/2018 18:47:31,15/01/2018 18:48:06,35
England  UK,134,Bolton,15/01/2018,15/01/2018 19:26:02,15/01/2018 21:58:05,9123,15/01/2018 20:09:05,15/01/2018 20:46:44,15/01/2018 20:57:50,15/01/2018 21:03:15,325,15/01/2018 21:05:56,15/01/2018 21:07:59,123
England  UK,143,St Helens,15/01/2018,15/01/2018 18:37:44,15/01/2018 20:37:37,7193,15/01/2018 19:25:01,15/01/2018 20:09:05,15/01/2018 20:20:01,15/01/2018 20:24:44,283,15/01/2018 20:27:23,15/01/2018 20:29:19,116
Wales  UK,144,Haverfordwest,15/01/2018,15/01/2018 18:10:48,15/01/2018 19:31:20,4832,15/01/2018 18:44:54,15/01/2018 19:01:43,15/01/2018 19:05:09,15/01/2018 19:09:37,268,15/01/2018 19:10:15,15/01/2018 19:11:36,81
England  UK,145,Sunderland,15/01/2018,15/01/2018 19:13:23,15/01/2018 21:03:22,6599,15/01/2018 19:53:00,15/01/2018 20:26:38,15/01/2018 20:46:44,15/01/2018 20:51:44,300,15/01/2018 20:53:28,15/01/2018 20:55:27,119
England  UK,146,Farnborough,15/01/2018,15/01/2018 17:39:10,15/01/2018 19:22:21,6191,15/01/2018 18:11:05,15/01/2018 18:35:29,15/01/2018 18:39:34,15/01/2018 18:44:12,278,15/01/2018 18:44:21,15/01/2018 18:45:53,92
England  UK,147,Yeovil,15/01/2018,15/01/2018 17:49:08,15/01/2018 20:11:37,8549,15/01/2018 18:34:53,15/01/2018 19:01:05,15/01/2018 19:09:00,15/01/2018 19:14:04,304,15/01/2018 19:15:19,15/01/2018 19:17:09,110
England  UK,148,Hatfield,15/01/2018,15/01/2018 17:50:57,15/01/2018 19:26:00,5703,15/01/2018 18:11:49,15/01/2018 19:01:49,15/01/2018 19:08:45,15/01/2018 19:12:54,249,15/01/2018 19:13:22,15/01/2018 19:15:46,144
Wales  UK,149,Rhyl,15/01/2018,15/01/2018 17:09:58,15/01/2018 17:54:52,2694,15/01/2018 17:30:52,15/01/2018 17:42:26,15/01/2018 17:45:31,15/01/2018 17:49:10,219,15/01/2018 17:49:31,15/01/2018 17:50:31,60
England  UK,150,Southport,15/01/2018,15/01/2018 18:16:39,15/01/2018 21:53:39,13020,15/01/2018 18:38:24,15/01/2018 19:47:51,15/01/2018 19:59:56,15/01/2018 20:03:41,225,15/01/2018 20:03:55,15/01/2018 20:05:33,98
England  UK,152,Eastleigh,15/01/2018,15/01/2018 20:29:25,15/01/2018 22:02:36,5591,15/01/2018 21:07:30,15/01/2018 21:28:51,15/01/2018 21:33:26,15/01/2018 21:38:15,289,15/01/2018 21:39:05,15/01/2018 21:40:36,91
