Country,Store,Name,Date,EOD_Start,EOD_Finish,EOD_Duration,Backup_Start,Backup_end,Replication_Start,Replication_End,Replication_Duration,Deployment_Start,Deployment_End,Dep_Duration
England  UK,25,Ilkeston,30/01/2018,30/01/2018 19:09:13,30/01/2018 21:03:13,6840,30/01/2018 19:31:20,30/01/2018 20:00:36,30/01/2018 20:05:41,30/01/2018 20:10:14,273,30/01/2018 20:10:53,30/01/2018 20:12:43,110
England  UK,26,Dunstable,30/01/2018,30/01/2018 18:20:48,30/01/2018 19:36:19,4531,30/01/2018 18:55:08,30/01/2018 19:17:34,30/01/2018 19:22:49,30/01/2018 19:27:58,309,30/01/2018 19:28:06,30/01/2018 19:29:42,96
England  UK,28,Stourbridge,30/01/2018,30/01/2018 18:30:36,30/01/2018 19:35:17,3881,30/01/2018 19:04:42,30/01/2018 19:18:07,30/01/2018 19:23:22,30/01/2018 19:28:12,290,30/01/2018 19:28:28,30/01/2018 19:30:05,97
England  UK,29,Brighton,30/01/2018,30/01/2018 19:23:18,30/01/2018 21:15:20,6722,30/01/2018 20:01:36,30/01/2018 20:28:54,30/01/2018 20:35:30,30/01/2018 20:40:28,298,0,0,0
England  UK,31,Arnold,30/01/2018,30/01/2018 18:35:21,30/01/2018 20:44:22,7741,30/01/2018 19:13:20,30/01/2018 19:40:32,30/01/2018 19:46:37,30/01/2018 19:51:30,293,30/01/2018 19:51:44,30/01/2018 19:53:23,99
England  UK,32,Boston,30/01/2018,30/01/2018 17:55:21,30/01/2018 20:34:40,9559,30/01/2018 19:26:10,30/01/2018 20:04:33,30/01/2018 20:11:48,30/01/2018 20:19:08,440,30/01/2018 20:19:30,30/01/2018 20:22:42,192
England  UK,33,Cambridge,30/01/2018,30/01/2018 18:26:46,30/01/2018 19:41:19,4473,30/01/2018 18:56:55,30/01/2018 19:19:18,30/01/2018 19:23:24,30/01/2018 19:28:17,293,30/01/2018 19:28:41,30/01/2018 19:30:15,94
England  UK,34,Chelmsford,30/01/2018,30/01/2018 18:29:03,30/01/2018 21:02:42,9219,30/01/2018 18:51:17,30/01/2018 19:29:09,30/01/2018 19:37:14,30/01/2018 19:40:58,224,30/01/2018 19:42:25,30/01/2018 19:44:11,106
England  UK,35,Colchester,30/01/2018,30/01/2018 22:29:50,31/01/2018 00:34:46,7496,30/01/2018 22:35:20,30/01/2018 23:11:01,30/01/2018 23:17:56,30/01/2018 23:22:55,299,30/01/2018 23:23:41,30/01/2018 23:25:30,109
England  UK,36,Ipswich,30/01/2018,30/01/2018 18:31:39,30/01/2018 22:55:10,15811,30/01/2018 18:55:32,30/01/2018 21:27:46,30/01/2018 21:46:32,30/01/2018 21:52:01,329,30/01/2018 21:52:30,30/01/2018 21:54:24,114
England  UK,37,Kettering,30/01/2018,30/01/2018 17:49:27,30/01/2018 19:00:05,4238,30/01/2018 18:25:12,30/01/2018 18:44:06,30/01/2018 18:49:02,30/01/2018 18:52:46,224,30/01/2018 18:53:13,30/01/2018 18:54:48,95
England  UK,39,Leicester,30/01/2018,30/01/2018 19:03:37,30/01/2018 22:13:31,11394,30/01/2018 19:26:47,30/01/2018 20:14:54,30/01/2018 20:25:30,30/01/2018 20:31:19,349,30/01/2018 20:36:32,30/01/2018 20:38:49,137
England  UK,40,Nottingham,30/01/2018,30/01/2018 18:43:18,30/01/2018 22:38:56,14138,30/01/2018 19:27:37,30/01/2018 20:36:15,30/01/2018 20:48:20,30/01/2018 20:53:15,295,30/01/2018 20:55:41,30/01/2018 20:57:26,105
England  UK,41,Southend,30/01/2018,30/01/2018 17:51:10,30/01/2018 19:57:46,7596,30/01/2018 18:12:07,30/01/2018 18:49:36,30/01/2018 18:56:11,30/01/2018 19:01:00,289,30/01/2018 19:01:45,30/01/2018 19:03:22,97
England  UK,45,Bromsgrove,30/01/2018,30/01/2018 17:44:10,30/01/2018 18:47:32,3802,30/01/2018 18:14:24,30/01/2018 18:32:01,30/01/2018 18:35:06,30/01/2018 18:39:40,274,30/01/2018 18:39:55,30/01/2018 18:41:37,102
England  UK,46,Cannock,30/01/2018,30/01/2018 17:42:25,30/01/2018 18:52:37,4212,30/01/2018 18:16:45,30/01/2018 18:35:00,30/01/2018 18:39:35,30/01/2018 18:44:10,275,30/01/2018 18:44:29,30/01/2018 18:46:10,101
England  UK,47,Cheltenham,30/01/2018,30/01/2018 18:11:34,30/01/2018 19:51:37,6003,30/01/2018 18:33:42,30/01/2018 18:57:37,30/01/2018 19:02:52,30/01/2018 19:06:36,224,30/01/2018 19:07:13,30/01/2018 19:08:49,96
England  UK,48,Congleton,30/01/2018,0,0,0,0,0,31/01/2018 08:01:50,31/01/2018 08:04:28,158,0,0,0
England  UK,49,Croydon,30/01/2018,30/01/2018 18:38:47,30/01/2018 20:44:00,7513,30/01/2018 18:58:33,30/01/2018 19:44:29,30/01/2018 19:53:05,30/01/2018 19:59:55,410,0,0,0
England  UK,50,Eastbourne,30/01/2018,30/01/2018 17:57:56,30/01/2018 20:30:34,9158,30/01/2018 18:39:01,30/01/2018 19:12:42,30/01/2018 19:19:58,30/01/2018 19:25:02,304,30/01/2018 19:27:35,30/01/2018 19:29:40,125
England  UK,52,Bedford,30/01/2018,30/01/2018 18:52:17,31/01/2018 02:41:19,28142,30/01/2018 19:16:09,30/01/2018 23:29:10,30/01/2018 23:50:06,30/01/2018 23:55:41,335,30/01/2018 23:55:58,30/01/2018 23:57:31,93
England  UK,53,Hereford,30/01/2018,30/01/2018 18:12:59,30/01/2018 20:48:50,9351,30/01/2018 18:35:22,30/01/2018 19:16:31,30/01/2018 19:26:16,30/01/2018 19:31:11,295,30/01/2018 19:32:02,30/01/2018 19:34:02,120
England  UK,54,Hitchin,30/01/2018,30/01/2018 17:42:56,30/01/2018 18:35:13,3137,30/01/2018 18:03:55,30/01/2018 18:18:50,30/01/2018 18:23:15,30/01/2018 18:27:55,280,30/01/2018 18:28:07,30/01/2018 18:29:50,103
Wales  UK,55,Newport,30/01/2018,30/01/2018 18:16:01,30/01/2018 20:10:16,6855,30/01/2018 18:57:18,30/01/2018 19:22:33,30/01/2018 19:28:18,30/01/2018 19:33:07,289,30/01/2018 19:33:15,30/01/2018 19:34:48,93
England  UK,56,Nuneaton,30/01/2018,30/01/2018 18:12:25,30/01/2018 19:54:52,6147,30/01/2018 18:49:26,30/01/2018 19:11:39,30/01/2018 19:18:14,30/01/2018 19:23:00,286,30/01/2018 19:23:41,30/01/2018 19:25:25,104
England  UK,57,Portsmouth,30/01/2018,30/01/2018 18:15:03,30/01/2018 19:58:45,6222,30/01/2018 18:39:00,30/01/2018 19:06:53,30/01/2018 19:12:28,30/01/2018 19:17:44,316,30/01/2018 19:18:04,30/01/2018 19:19:42,98
England  UK,59,Barnstaple,30/01/2018,30/01/2018 17:45:53,30/01/2018 20:05:40,8387,30/01/2018 18:24:42,30/01/2018 18:51:14,30/01/2018 18:57:00,30/01/2018 19:01:28,268,0,0,0
England  UK,60,Camborne,30/01/2018,30/01/2018 17:45:35,30/01/2018 19:01:26,4551,30/01/2018 18:09:50,30/01/2018 18:25:21,30/01/2018 18:29:46,30/01/2018 18:34:45,299,30/01/2018 18:34:58,30/01/2018 18:36:24,86
England  UK,61,Rugby,30/01/2018,30/01/2018 18:06:12,30/01/2018 19:19:56,4424,30/01/2018 18:27:08,30/01/2018 18:44:54,30/01/2018 18:49:39,30/01/2018 18:54:02,263,30/01/2018 18:54:18,30/01/2018 18:55:44,86
England  UK,63,Swindon,30/01/2018,30/01/2018 18:58:42,0,0,30/01/2018 19:22:47,0,30/01/2018 19:40:33,30/01/2018 19:45:59,326,0,0,0
England  UK,64,Tamworth,30/01/2018,30/01/2018 17:43:51,30/01/2018 19:14:27,5436,30/01/2018 18:22:11,30/01/2018 18:37:16,30/01/2018 18:41:51,30/01/2018 18:45:35,224,30/01/2018 18:46:30,30/01/2018 18:48:13,103
England  UK,65,Tiverton,30/01/2018,30/01/2018 18:28:03,30/01/2018 20:59:24,9081,30/01/2018 18:48:59,30/01/2018 19:43:42,30/01/2018 19:51:17,30/01/2018 19:57:27,370,30/01/2018 19:57:53,30/01/2018 20:01:52,239
England  UK,66,Warminster,30/01/2018,30/01/2018 17:49:01,0,0,30/01/2018 18:09:45,0,30/01/2018 18:15:31,30/01/2018 18:21:45,374,0,0,0
England  UK,67,Winchester,30/01/2018,30/01/2018 18:30:00,30/01/2018 19:50:38,4838,30/01/2018 18:54:07,30/01/2018 19:17:40,30/01/2018 19:20:55,30/01/2018 19:25:49,294,30/01/2018 19:26:00,30/01/2018 19:27:33,93
England  UK,68,Torquay,30/01/2018,30/01/2018 18:24:01,30/01/2018 19:47:11,4990,30/01/2018 18:46:12,30/01/2018 19:07:46,30/01/2018 19:11:22,30/01/2018 19:14:36,194,0,0,0
England  UK,69,Truro,30/01/2018,30/01/2018 17:59:26,30/01/2018 19:22:30,4984,30/01/2018 18:44:17,30/01/2018 19:04:15,30/01/2018 19:09:20,30/01/2018 19:13:05,225,30/01/2018 19:13:37,30/01/2018 19:15:12,95
England  UK,71,Leamington Spa,30/01/2018,30/01/2018 18:11:33,30/01/2018 20:27:04,8131,30/01/2018 18:45:22,30/01/2018 19:14:21,30/01/2018 19:19:16,30/01/2018 19:24:11,295,30/01/2018 19:24:33,30/01/2018 19:26:20,107
England  UK,72,Newbury,30/01/2018,30/01/2018 18:07:52,30/01/2018 19:23:55,4563,30/01/2018 18:43:48,30/01/2018 19:06:59,30/01/2018 19:12:25,30/01/2018 19:16:53,268,30/01/2018 19:17:04,30/01/2018 19:18:34,90
England  UK,73,Poole,30/01/2018,30/01/2018 18:52:54,30/01/2018 21:12:38,8384,30/01/2018 19:16:24,30/01/2018 19:51:21,30/01/2018 19:58:57,30/01/2018 20:03:41,284,30/01/2018 20:04:35,30/01/2018 20:06:16,101
England  UK,74,Reading,30/01/2018,30/01/2018 19:05:19,30/01/2018 21:23:52,8313,30/01/2018 19:27:55,30/01/2018 20:09:05,30/01/2018 20:19:21,30/01/2018 20:24:00,279,30/01/2018 20:25:31,30/01/2018 20:27:20,109
England  UK,75,Sutton Coldfield,30/01/2018,30/01/2018 18:54:54,30/01/2018 20:53:44,7130,30/01/2018 19:37:00,30/01/2018 20:04:17,30/01/2018 20:10:03,30/01/2018 20:15:02,299,30/01/2018 20:15:51,30/01/2018 20:17:38,107
England  UK,76,Taunton,30/01/2018,0,0,0,0,0,31/01/2018 08:02:18,31/01/2018 08:05:29,191,0,0,0
England  UK,77,West Bromwich,30/01/2018,30/01/2018 20:22:20,30/01/2018 22:32:13,7793,30/01/2018 21:03:10,30/01/2018 21:31:54,30/01/2018 21:38:10,30/01/2018 21:43:18,308,30/01/2018 21:44:13,30/01/2018 21:46:00,107
England  UK,79,Boscombe,30/01/2018,30/01/2018 18:32:22,30/01/2018 19:43:50,4288,30/01/2018 18:54:29,30/01/2018 19:16:59,30/01/2018 19:21:34,30/01/2018 19:25:18,224,30/01/2018 19:25:46,30/01/2018 19:27:25,99
England  UK,80,Bridgwater,30/01/2018,30/01/2018 18:19:03,30/01/2018 20:13:35,6872,30/01/2018 18:56:55,30/01/2018 19:22:24,30/01/2018 19:28:49,30/01/2018 19:33:23,274,30/01/2018 19:33:50,30/01/2018 19:35:38,108
Wales  UK,82,Carmarthen,30/01/2018,30/01/2018 17:40:24,30/01/2018 19:06:53,5189,30/01/2018 18:24:56,30/01/2018 18:41:18,30/01/2018 18:45:04,30/01/2018 18:49:22,258,30/01/2018 18:49:32,30/01/2018 18:51:04,92
England  UK,83,Penzance,30/01/2018,30/01/2018 18:06:37,30/01/2018 21:24:11,11854,30/01/2018 18:28:52,30/01/2018 19:31:40,30/01/2018 19:47:06,30/01/2018 19:53:11,365,30/01/2018 19:53:35,30/01/2018 19:56:19,164
England  UK,84,Dudley,30/01/2018,30/01/2018 18:39:22,30/01/2018 20:06:08,5206,30/01/2018 19:00:15,30/01/2018 19:22:21,30/01/2018 19:26:36,30/01/2018 19:31:25,289,30/01/2018 19:31:45,30/01/2018 19:33:22,97
England  UK,85,Ealing Broadway,30/01/2018,30/01/2018 18:15:23,0,0,30/01/2018 18:37:16,0,30/01/2018 18:39:21,30/01/2018 18:42:00,159,0,0,0
England  UK,86,Frome,30/01/2018,30/01/2018 18:18:57,30/01/2018 19:14:54,3357,30/01/2018 18:49:55,30/01/2018 18:59:28,30/01/2018 19:02:24,30/01/2018 19:06:02,218,30/01/2018 19:06:11,30/01/2018 19:07:12,61
England  UK,87,Gloucester,30/01/2018,30/01/2018 18:11:24,30/01/2018 21:18:31,11227,30/01/2018 18:58:32,30/01/2018 19:45:35,30/01/2018 19:54:51,30/01/2018 19:59:45,294,30/01/2018 20:01:17,30/01/2018 20:03:09,112
Channel Islands,88,Guernsey,30/01/2018,0,0,0,0,0,31/01/2018 08:02:46,31/01/2018 08:04:29,103,0,0,0
England  UK,91,Weymouth,30/01/2018,30/01/2018 18:14:25,30/01/2018 21:18:27,11042,30/01/2018 18:36:03,30/01/2018 19:34:08,30/01/2018 19:42:04,30/01/2018 19:46:48,284,30/01/2018 19:48:02,30/01/2018 19:50:03,121
England  UK,93,Bristol City Centre,30/01/2018,30/01/2018 18:55:48,0,0,30/01/2018 19:21:31,0,30/01/2018 20:08:46,30/01/2018 20:13:46,300,0,0,0
England  UK,95,Wigan,30/01/2018,30/01/2018 20:51:07,30/01/2018 23:32:11,9664,30/01/2018 21:31:57,30/01/2018 22:17:04,30/01/2018 22:30:00,30/01/2018 22:35:28,328,30/01/2018 22:35:48,30/01/2018 22:37:43,115
Scotland  UK,96,Aberdeen,30/01/2018,30/01/2018 18:17:29,30/01/2018 20:12:00,6871,30/01/2018 18:40:28,30/01/2018 19:10:41,30/01/2018 19:17:56,30/01/2018 19:22:55,299,30/01/2018 19:23:07,30/01/2018 19:24:50,103
England  UK,97,Blackburn,30/01/2018,30/01/2018 17:37:34,30/01/2018 18:50:55,4401,30/01/2018 17:58:41,30/01/2018 18:18:24,30/01/2018 18:22:39,30/01/2018 18:27:18,279,30/01/2018 18:27:26,30/01/2018 18:29:12,106
Scotland  UK,99,Cumbernauld,30/01/2018,30/01/2018 17:44:01,30/01/2018 18:50:22,3981,30/01/2018 18:18:51,30/01/2018 18:34:07,30/01/2018 18:38:12,30/01/2018 18:42:37,265,30/01/2018 18:42:56,30/01/2018 18:44:44,108
Scotland  UK,100,Edinburgh,30/01/2018,30/01/2018 20:08:51,30/01/2018 22:20:26,7895,30/01/2018 20:37:21,30/01/2018 21:04:52,30/01/2018 21:10:18,30/01/2018 21:15:04,286,30/01/2018 21:15:30,30/01/2018 21:17:21,111
Scotland  UK,102,Glasgow,30/01/2018,30/01/2018 19:53:22,31/01/2018 02:06:48,22406,30/01/2018 20:18:02,30/01/2018 22:31:31,30/01/2018 22:50:58,30/01/2018 22:57:02,364,30/01/2018 22:58:38,30/01/2018 23:00:52,134
England  UK,103,Wallasey,30/01/2018,30/01/2018 19:57:52,30/01/2018 21:05:44,4072,30/01/2018 20:19:50,30/01/2018 20:37:52,30/01/2018 20:41:17,30/01/2018 20:44:52,215,30/01/2018 20:45:03,30/01/2018 20:46:08,65
England  UK,104,Halifax,30/01/2018,30/01/2018 17:55:17,30/01/2018 20:10:10,8093,30/01/2018 18:16:55,30/01/2018 19:33:26,30/01/2018 19:44:51,30/01/2018 19:50:16,325,30/01/2018 19:50:36,30/01/2018 19:52:26,110
England  UK,106,Leeds,30/01/2018,30/01/2018 20:12:02,30/01/2018 22:57:50,9948,30/01/2018 20:53:34,30/01/2018 21:38:21,30/01/2018 21:48:27,30/01/2018 21:53:40,313,30/01/2018 21:53:58,30/01/2018 21:55:50,112
Scotland  UK,108,Livingston,30/01/2018,30/01/2018 17:41:31,30/01/2018 19:27:38,6367,30/01/2018 18:03:29,30/01/2018 18:30:21,30/01/2018 18:35:16,30/01/2018 18:39:51,275,30/01/2018 18:40:24,30/01/2018 18:54:37,853
Scotland  UK,110,Perth,30/01/2018,30/01/2018 18:07:41,30/01/2018 19:38:57,5476,30/01/2018 18:38:37,30/01/2018 18:57:14,30/01/2018 19:01:30,30/01/2018 19:05:13,223,30/01/2018 19:05:29,30/01/2018 19:07:03,94
England  UK,111,Preston,30/01/2018,30/01/2018 19:18:45,30/01/2018 22:20:17,10892,30/01/2018 20:08:04,30/01/2018 20:53:44,30/01/2018 21:05:39,30/01/2018 21:10:58,319,30/01/2018 21:13:20,30/01/2018 21:15:06,106
England  UK,113,Bradford Idle,30/01/2018,30/01/2018 18:19:35,30/01/2018 19:38:20,4725,30/01/2018 18:42:31,30/01/2018 19:11:32,30/01/2018 19:17:27,30/01/2018 19:22:00,273,30/01/2018 19:22:37,30/01/2018 19:24:14,97
England  UK,114,Dewsbury,30/01/2018,30/01/2018 18:22:08,30/01/2018 19:30:52,4124,30/01/2018 18:44:13,30/01/2018 19:08:48,30/01/2018 19:14:53,30/01/2018 19:19:44,291,30/01/2018 19:20:33,30/01/2018 19:22:11,98
England  UK,116,Hull,30/01/2018,30/01/2018 17:46:54,30/01/2018 21:09:24,12150,30/01/2018 18:27:33,30/01/2018 18:56:15,30/01/2018 19:03:31,30/01/2018 19:08:35,304,30/01/2018 19:09:22,30/01/2018 19:11:11,109
England  UK,117,Middlesbrough,30/01/2018,0,0,0,0,0,31/01/2018 08:03:14,31/01/2018 08:06:23,189,0,0,0
England  UK,118,Northwich,30/01/2018,30/01/2018 17:35:35,30/01/2018 19:24:48,6553,30/01/2018 18:19:32,30/01/2018 18:36:33,30/01/2018 18:39:49,30/01/2018 18:42:57,188,30/01/2018 18:43:05,30/01/2018 18:43:53,48
England  UK,119,Sheffield,30/01/2018,30/01/2018 19:31:02,30/01/2018 21:27:30,6988,30/01/2018 20:17:40,30/01/2018 20:47:45,30/01/2018 20:58:21,30/01/2018 21:03:45,324,30/01/2018 21:09:17,30/01/2018 21:11:15,118
England  UK,120,Grimsby,30/01/2018,30/01/2018 17:51:11,30/01/2018 18:49:56,3525,30/01/2018 18:13:16,30/01/2018 18:33:39,30/01/2018 18:38:55,30/01/2018 18:44:00,305,0,0,0
England  UK,121,York,30/01/2018,30/01/2018 17:40:23,30/01/2018 19:48:13,7670,30/01/2018 18:20:18,30/01/2018 18:53:29,30/01/2018 19:00:54,30/01/2018 19:05:54,300,30/01/2018 19:06:04,30/01/2018 19:07:45,101
England  UK,122,Wakefield,30/01/2018,30/01/2018 18:32:16,30/01/2018 19:54:36,4940,30/01/2018 18:58:27,30/01/2018 19:25:35,30/01/2018 19:36:42,30/01/2018 19:42:21,339,30/01/2018 19:43:22,30/01/2018 19:45:25,123
England  UK,123,Widnes,30/01/2018,30/01/2018 17:48:01,30/01/2018 20:07:48,8387,30/01/2018 18:46:43,30/01/2018 19:30:39,30/01/2018 19:39:45,30/01/2018 19:49:15,570,30/01/2018 19:49:39,30/01/2018 19:54:11,272
England  UK,125,Stockton,30/01/2018,30/01/2018 19:11:24,0,0,30/01/2018 19:34:30,0,30/01/2018 19:41:35,30/01/2018 19:46:59,324,0,0,0
England  UK,126,Stafford,30/01/2018,30/01/2018 19:11:59,30/01/2018 21:07:38,6939,30/01/2018 19:32:34,30/01/2018 20:34:23,30/01/2018 20:43:49,30/01/2018 20:48:18,269,30/01/2018 20:48:50,30/01/2018 20:50:31,101
England  UK,127,Redditch,30/01/2018,30/01/2018 18:23:39,30/01/2018 21:46:05,12146,30/01/2018 18:45:30,30/01/2018 19:56:28,30/01/2018 20:07:44,30/01/2018 20:12:53,309,0,0,0
England  UK,129,Luton,30/01/2018,0,0,0,0,0,31/01/2018 08:03:43,31/01/2018 08:08:57,314,0,0,0
England  UK,131,Macclesfield,30/01/2018,30/01/2018 17:45:30,30/01/2018 19:35:31,6601,30/01/2018 18:06:55,30/01/2018 18:34:53,30/01/2018 18:39:18,30/01/2018 18:44:07,289,30/01/2018 18:44:24,30/01/2018 18:46:04,100
England  UK,132,Norris Green,30/01/2018,30/01/2018 17:44:19,30/01/2018 18:43:01,3522,30/01/2018 18:05:27,30/01/2018 18:24:39,30/01/2018 18:28:14,30/01/2018 18:33:03,289,30/01/2018 18:33:15,30/01/2018 18:35:28,133
England  UK,133,Weston0Super0Mare,30/01/2018,30/01/2018 18:29:03,30/01/2018 19:46:30,4647,30/01/2018 19:08:24,30/01/2018 19:31:15,30/01/2018 19:34:11,30/01/2018 19:37:20,189,30/01/2018 19:37:42,30/01/2018 19:38:25,43
England  UK,134,Bolton,30/01/2018,30/01/2018 20:33:26,30/01/2018 23:04:33,9067,30/01/2018 21:16:00,30/01/2018 21:53:15,30/01/2018 22:04:31,30/01/2018 22:10:01,330,30/01/2018 22:11:41,30/01/2018 22:13:35,114
England  UK,143,St Helens,30/01/2018,30/01/2018 18:47:32,30/01/2018 20:44:24,7012,30/01/2018 19:34:30,30/01/2018 20:18:57,30/01/2018 20:30:12,30/01/2018 20:35:11,299,30/01/2018 20:36:26,30/01/2018 20:38:03,97
Wales  UK,144,Haverfordwest,30/01/2018,30/01/2018 18:13:11,30/01/2018 19:36:02,4971,30/01/2018 18:47:19,30/01/2018 19:05:00,30/01/2018 19:08:55,30/01/2018 19:14:09,314,0,0,0
England  UK,145,Sunderland,30/01/2018,30/01/2018 19:13:49,30/01/2018 20:59:58,6369,30/01/2018 19:53:41,30/01/2018 20:24:05,30/01/2018 20:44:10,30/01/2018 20:49:10,300,30/01/2018 20:51:11,30/01/2018 20:53:15,124
England  UK,146,Farnborough,30/01/2018,30/01/2018 17:37:12,30/01/2018 19:28:54,6702,30/01/2018 18:09:45,30/01/2018 18:38:04,30/01/2018 18:42:09,30/01/2018 18:46:48,279,30/01/2018 18:46:57,30/01/2018 18:48:28,91
England  UK,147,Yeovil,30/01/2018,30/01/2018 17:48:41,30/01/2018 20:10:54,8533,30/01/2018 18:36:14,30/01/2018 19:02:24,30/01/2018 19:10:20,30/01/2018 19:14:04,224,30/01/2018 19:14:46,30/01/2018 19:16:36,110
England  UK,148,Hatfield,30/01/2018,30/01/2018 17:57:47,30/01/2018 19:35:44,5877,30/01/2018 18:18:50,30/01/2018 19:09:12,30/01/2018 19:16:08,30/01/2018 19:21:52,344,30/01/2018 19:22:16,30/01/2018 19:24:43,147
Wales  UK,149,Rhyl,30/01/2018,30/01/2018 17:03:02,30/01/2018 17:45:00,2518,30/01/2018 17:23:55,30/01/2018 17:32:42,30/01/2018 17:35:57,30/01/2018 17:39:37,220,30/01/2018 17:39:50,30/01/2018 17:40:57,67
England  UK,150,Southport,30/01/2018,30/01/2018 18:13:55,30/01/2018 21:52:34,13119,30/01/2018 18:35:40,30/01/2018 19:45:10,30/01/2018 19:57:15,30/01/2018 20:01:05,230,30/01/2018 20:01:16,30/01/2018 20:02:56,100
England  UK,152,Eastleigh,30/01/2018,30/01/2018 18:44:17,30/01/2018 20:10:38,5181,30/01/2018 19:22:24,30/01/2018 19:41:54,30/01/2018 19:46:40,30/01/2018 19:50:19,219,0,0,0
Wales  UK,153,Abergavenny,30/01/2018,30/01/2018 17:37:09,30/01/2018 18:34:05,3416,30/01/2018 18:08:53,30/01/2018 18:20:54,30/01/2018 18:23:59,30/01/2018 18:27:53,234,30/01/2018 18:28:07,30/01/2018 18:29:23,76
Wales  UK,154,Cwmbran,30/01/2018,30/01/2018 17:53:56,30/01/2018 20:44:33,10237,30/01/2018 18:37:06,30/01/2018 19:11:53,30/01/2018 19:18:29,30/01/2018 19:23:38,309,30/01/2018 19:24:23,30/01/2018 19:26:09,106
Wales  UK,155,Bridgend,30/01/2018,30/01/2018 19:08:25,30/01/2018 20:41:35,5590,30/01/2018 19:45:18,30/01/2018 20:09:27,30/01/2018 20:16:02,30/01/2018 20:21:01,299,30/01/2018 20:21:25,30/01/2018 20:23:24,119
England  UK,156,Havant,30/01/2018,30/01/2018 17:55:15,30/01/2018 19:29:53,5678,30/01/2018 18:16:24,30/01/2018 18:39:21,30/01/2018 18:43:56,30/01/2018 18:48:31,275,30/01/2018 18:48:48,30/01/2018 18:50:23,95
