Country,Store,Name,Date,EOD_Start,EOD_Finish,EOD_Duration,Backup_Start,Backup_end,Replication_Start,Replication_End,Replication_Duration,Deployment_Start,Deployment_End,Dep_Duration
England  UK,48,Congleton,27/02/2018,27/02/2018 18:21:25,27/02/2018 19:32:30,4265,27/02/2018 18:58:13,27/02/2018 19:14:08,27/02/2018 19:17:53,27/02/2018 19:22:51,298,27/02/2018 19:22:59,27/02/2018 19:26:06,187
England  UK,49,Croydon,27/02/2018,27/02/2018 18:37:46,27/02/2018 20:52:21,8075,27/02/2018 18:58:23,27/02/2018 19:44:37,27/02/2018 19:53:12,27/02/2018 19:59:52,400,27/02/2018 20:00:24,27/02/2018 20:07:57,453
England  UK,50,Eastbourne,27/02/2018,27/02/2018 17:50:49,NULL,0,27/02/2018 18:32:28,NULL,27/02/2018 18:37:54,27/02/2018 18:43:12,318,NULL,NULL,0
England  UK,52,Bedford,27/02/2018,27/02/2018 18:55:59,28/02/2018 02:56:10,28811,27/02/2018 19:19:48,27/02/2018 23:34:56,27/02/2018 23:55:42,28/02/2018 00:01:26,344,28/02/2018 00:05:52,28/02/2018 00:09:06,194
England  UK,53,Hereford,27/02/2018,27/02/2018 18:07:59,27/02/2018 20:45:42,9463,27/02/2018 18:30:23,27/02/2018 19:12:01,27/02/2018 19:21:47,27/02/2018 19:26:58,311,27/02/2018 19:27:48,27/02/2018 19:31:30,222
England  UK,54,Hitchin,27/02/2018,27/02/2018 17:40:07,27/02/2018 18:33:59,3232,27/02/2018 18:01:03,27/02/2018 18:16:13,27/02/2018 18:20:39,27/02/2018 18:25:18,279,27/02/2018 18:25:31,27/02/2018 18:28:38,187
Wales  UK,55,Newport,27/02/2018,27/02/2018 18:08:19,27/02/2018 20:01:54,6815,27/02/2018 18:49:20,27/02/2018 19:14:29,27/02/2018 19:20:04,27/02/2018 19:23:33,209,27/02/2018 19:23:41,27/02/2018 19:26:42,181
England  UK,56,Nuneaton,27/02/2018,27/02/2018 18:13:01,27/02/2018 19:57:43,6282,27/02/2018 18:50:37,27/02/2018 19:12:38,27/02/2018 19:18:53,27/02/2018 19:24:02,309,27/02/2018 19:25:33,27/02/2018 19:28:43,190
England  UK,57,Portsmouth,27/02/2018,27/02/2018 18:21:17,27/02/2018 20:07:16,6359,27/02/2018 18:46:16,27/02/2018 19:14:28,27/02/2018 19:20:03,27/02/2018 19:24:58,295,27/02/2018 19:25:22,27/02/2018 19:28:34,192
England  UK,60,Camborne,27/02/2018,27/02/2018 17:45:15,27/02/2018 19:11:25,5170,27/02/2018 18:09:23,27/02/2018 18:28:55,27/02/2018 18:33:21,27/02/2018 18:37:51,270,27/02/2018 18:38:05,27/02/2018 18:40:55,170
England  UK,61,Rugby,27/02/2018,27/02/2018 18:03:50,27/02/2018 19:18:23,4473,27/02/2018 18:24:46,27/02/2018 18:42:39,27/02/2018 18:47:15,27/02/2018 18:50:53,218,27/02/2018 18:51:04,27/02/2018 18:54:08,184
England  UK,63,Swindon,27/02/2018,27/02/2018 18:57:01,27/02/2018 22:15:30,11909,27/02/2018 19:21:11,27/02/2018 20:10:19,27/02/2018 20:28:05,27/02/2018 20:34:21,376,27/02/2018 20:36:08,27/02/2018 20:40:06,238
England  UK,64,Tamworth,27/02/2018,27/02/2018 17:53:54,27/02/2018 19:25:37,5503,27/02/2018 18:32:32,27/02/2018 18:47:24,27/02/2018 18:51:19,27/02/2018 18:56:03,284,27/02/2018 18:56:30,27/02/2018 18:59:47,197
England  UK,65,Tiverton,27/02/2018,27/02/2018 18:21:51,27/02/2018 20:53:04,9073,27/02/2018 18:42:46,27/02/2018 19:38:26,27/02/2018 19:46:12,27/02/2018 19:52:31,379,27/02/2018 19:52:56,27/02/2018 20:00:04,428
England  UK,66,Warminster,27/02/2018,27/02/2018 17:47:26,27/02/2018 19:24:25,5819,27/02/2018 18:08:14,27/02/2018 18:51:32,27/02/2018 18:57:37,27/02/2018 19:03:42,365,27/02/2018 19:04:14,27/02/2018 19:08:40,266
England  UK,67,Winchester,27/02/2018,27/02/2018 18:07:21,27/02/2018 19:31:22,5041,27/02/2018 18:32:29,27/02/2018 18:56:19,27/02/2018 18:59:44,27/02/2018 19:04:38,294,27/02/2018 19:04:50,27/02/2018 19:08:00,190
England  UK,68,Torquay,27/02/2018,27/02/2018 18:23:54,27/02/2018 19:48:01,5047,27/02/2018 18:46:04,27/02/2018 19:07:57,27/02/2018 19:11:43,27/02/2018 19:14:26,163,27/02/2018 19:14:48,27/02/2018 19:16:37,109
England  UK,69,Truro,27/02/2018,27/02/2018 18:02:51,27/02/2018 19:28:58,5167,27/02/2018 18:47:40,27/02/2018 19:08:27,27/02/2018 19:13:32,27/02/2018 19:18:16,284,27/02/2018 19:18:43,27/02/2018 19:21:48,185
England  UK,71,Leamington Spa,27/02/2018,27/02/2018 18:13:14,27/02/2018 20:30:25,8231,27/02/2018 18:46:13,27/02/2018 19:15:24,27/02/2018 19:20:19,27/02/2018 19:25:11,292,27/02/2018 19:25:35,27/02/2018 19:28:48,193
England  UK,72,Newbury,27/02/2018,27/02/2018 17:48:47,27/02/2018 19:09:02,4815,27/02/2018 18:25:42,27/02/2018 18:49:08,27/02/2018 18:54:24,27/02/2018 18:59:59,335,27/02/2018 19:00:12,27/02/2018 19:03:26,194
England  UK,73,Poole,27/02/2018,27/02/2018 18:52:52,27/02/2018 21:16:04,8592,27/02/2018 19:17:21,27/02/2018 19:52:03,27/02/2018 19:59:48,27/02/2018 20:04:52,304,27/02/2018 20:05:53,27/02/2018 20:09:15,202
England  UK,74,Reading,27/02/2018,27/02/2018 18:52:52,27/02/2018 21:18:06,8714,27/02/2018 19:16:03,27/02/2018 19:56:53,27/02/2018 20:06:58,27/02/2018 20:12:08,310,27/02/2018 20:18:37,27/02/2018 20:22:05,208
England  UK,75,Sutton Coldfield,27/02/2018,27/02/2018 19:44:54,27/02/2018 21:43:25,7111,27/02/2018 20:27:26,27/02/2018 20:55:09,27/02/2018 21:00:54,27/02/2018 21:06:08,314,NULL,NULL,0
England  UK,76,Taunton,27/02/2018,27/02/2018 18:23:09,27/02/2018 20:17:42,6873,27/02/2018 18:49:26,27/02/2018 19:16:34,27/02/2018 19:25:00,27/02/2018 19:29:59,299,27/02/2018 19:30:56,27/02/2018 19:34:13,197
England  UK,77,West Bromwich,27/02/2018,27/02/2018 20:30:51,NULL,0,27/02/2018 21:11:38,NULL,27/02/2018 21:17:53,27/02/2018 21:23:12,319,NULL,NULL,0
England  UK,79,Boscombe,27/02/2018,27/02/2018 18:27:33,27/02/2018 19:49:02,4889,27/02/2018 18:49:41,27/02/2018 19:17:07,27/02/2018 19:21:42,27/02/2018 19:26:36,294,27/02/2018 19:27:03,27/02/2018 19:30:18,195
England  UK,80,Bridgwater,27/02/2018,27/02/2018 19:54:21,27/02/2018 21:50:20,6959,27/02/2018 20:31:38,27/02/2018 20:56:55,27/02/2018 21:03:31,27/02/2018 21:08:31,300,27/02/2018 21:09:03,27/02/2018 21:12:41,218
Wales  UK,82,Carmarthen,27/02/2018,27/02/2018 17:42:04,27/02/2018 19:09:31,5247,27/02/2018 18:26:01,27/02/2018 18:42:41,27/02/2018 18:46:26,27/02/2018 18:50:10,224,27/02/2018 18:50:24,27/02/2018 18:53:36,192
England  UK,83,Penzance,27/02/2018,27/02/2018 18:11:20,27/02/2018 21:32:45,12085,27/02/2018 18:33:39,27/02/2018 19:38:42,27/02/2018 19:54:19,27/02/2018 19:58:41,262,27/02/2018 19:59:41,27/02/2018 20:04:44,303
England  UK,84,Dudley,27/02/2018,27/02/2018 18:13:56,27/02/2018 19:40:52,5216,27/02/2018 18:34:55,27/02/2018 18:57:14,27/02/2018 19:01:29,27/02/2018 19:05:08,219,27/02/2018 19:05:24,27/02/2018 19:08:33,189
England  UK,85,Ealing Broadway,27/02/2018,27/02/2018 18:28:43,27/02/2018 19:38:17,4174,27/02/2018 18:49:42,27/02/2018 19:04:40,27/02/2018 19:07:26,27/02/2018 19:10:29,183,27/02/2018 19:11:19,27/02/2018 19:12:52,93
England  UK,86,Frome,27/02/2018,27/02/2018 18:11:50,27/02/2018 19:10:13,3503,27/02/2018 18:42:55,27/02/2018 18:52:40,27/02/2018 18:55:46,27/02/2018 18:59:39,233,27/02/2018 18:59:58,27/02/2018 19:02:18,140
England  UK,87,Gloucester,27/02/2018,27/02/2018 17:57:22,27/02/2018 21:05:46,11304,27/02/2018 18:44:27,27/02/2018 19:31:13,27/02/2018 19:40:29,27/02/2018 19:45:33,304,27/02/2018 19:47:05,27/02/2018 19:50:23,198
Channel Islands,88,Guernsey,27/02/2018,NULL,NULL,0,NULL,NULL,28/02/2018 08:00:59,28/02/2018 08:03:47,168,NULL,NULL,0
England  UK,91,Weymouth,27/02/2018,27/02/2018 18:26:37,27/02/2018 21:30:26,11029,27/02/2018 18:46:25,27/02/2018 19:44:45,27/02/2018 19:52:41,27/02/2018 19:57:10,269,27/02/2018 19:57:47,27/02/2018 20:01:08,201
England  UK,95,Wigan,27/02/2018,28/02/2018 00:18:28,28/02/2018 02:24:37,7569,28/02/2018 00:24:19,28/02/2018 01:07:06,28/02/2018 01:20:02,28/02/2018 01:26:11,369,28/02/2018 01:26:34,28/02/2018 01:30:15,221
Scotland  UK,96,Aberdeen,27/02/2018,27/02/2018 18:05:06,27/02/2018 20:03:09,7083,27/02/2018 18:28:54,27/02/2018 18:58:42,27/02/2018 19:05:57,27/02/2018 19:11:01,304,27/02/2018 19:11:18,27/02/2018 19:15:45,267
England  UK,97,Blackburn,27/02/2018,27/02/2018 17:37:43,27/02/2018 18:53:42,4559,27/02/2018 17:58:49,27/02/2018 18:17:48,27/02/2018 18:22:13,27/02/2018 18:26:22,249,27/02/2018 18:26:30,27/02/2018 18:29:41,191
Scotland  UK,99,Cumbernauld,27/02/2018,27/02/2018 17:40:19,27/02/2018 18:49:21,4142,27/02/2018 18:15:07,27/02/2018 18:30:27,27/02/2018 18:34:22,27/02/2018 18:38:56,274,27/02/2018 18:39:16,27/02/2018 18:43:46,270
Scotland  UK,100,Edinburgh,27/02/2018,27/02/2018 19:56:59,27/02/2018 22:10:25,8006,27/02/2018 20:25:37,27/02/2018 20:53:24,27/02/2018 20:58:50,27/02/2018 21:03:33,283,27/02/2018 21:04:05,27/02/2018 21:08:05,240
Scotland  UK,102,Glasgow,27/02/2018,27/02/2018 19:57:31,28/02/2018 02:10:35,22384,27/02/2018 20:21:07,27/02/2018 22:36:07,27/02/2018 22:55:33,27/02/2018 23:01:43,370,27/02/2018 23:03:14,27/02/2018 23:08:02,288
England  UK,103,Wallasey,27/02/2018,27/02/2018 19:57:36,27/02/2018 21:07:51,4215,27/02/2018 20:19:36,27/02/2018 20:38:00,27/02/2018 20:41:26,27/02/2018 20:45:25,239,27/02/2018 20:45:31,27/02/2018 20:47:52,141
England  UK,104,Halifax,27/02/2018,27/02/2018 17:48:26,27/02/2018 20:06:11,8265,27/02/2018 18:10:02,27/02/2018 19:28:07,27/02/2018 19:39:33,27/02/2018 19:45:07,334,27/02/2018 19:45:27,27/02/2018 19:48:54,207
England  UK,106,Leeds,27/02/2018,27/02/2018 20:10:53,27/02/2018 22:57:29,9996,27/02/2018 20:52:19,27/02/2018 21:36:45,27/02/2018 21:46:20,27/02/2018 21:51:19,299,27/02/2018 21:51:32,27/02/2018 21:54:55,203
Scotland  UK,108,Livingston,27/02/2018,27/02/2018 17:41:49,27/02/2018 19:18:41,5812,27/02/2018 18:03:47,27/02/2018 18:30:44,27/02/2018 18:35:40,27/02/2018 18:40:54,314,27/02/2018 18:41:35,27/02/2018 18:45:53,258
Scotland  UK,110,Perth,27/02/2018,27/02/2018 18:08:45,27/02/2018 19:50:39,6114,27/02/2018 18:39:41,27/02/2018 18:59:38,27/02/2018 19:04:13,27/02/2018 19:09:44,331,27/02/2018 19:10:04,27/02/2018 19:14:22,258
England  UK,111,Preston,27/02/2018,27/02/2018 19:07:32,27/02/2018 22:10:33,10981,27/02/2018 19:56:53,27/02/2018 20:43:14,27/02/2018 20:54:39,27/02/2018 20:59:28,289,27/02/2018 21:01:45,27/02/2018 21:05:04,199
England  UK,113,Bradford Idle,27/02/2018,27/02/2018 18:22:43,27/02/2018 19:42:24,4781,27/02/2018 18:44:38,27/02/2018 19:13:46,27/02/2018 19:19:22,27/02/2018 19:24:15,293,27/02/2018 19:24:52,27/02/2018 19:28:04,192
England  UK,114,Dewsbury,27/02/2018,27/02/2018 17:53:29,27/02/2018 19:03:47,4218,27/02/2018 18:15:34,27/02/2018 18:40:13,27/02/2018 18:46:18,27/02/2018 18:51:12,294,27/02/2018 18:51:53,27/02/2018 18:55:12,199
England  UK,116,Hull,27/02/2018,27/02/2018 17:48:41,27/02/2018 21:11:35,12174,27/02/2018 18:29:41,27/02/2018 18:58:31,27/02/2018 19:05:46,27/02/2018 19:09:11,205,27/02/2018 19:09:56,27/02/2018 19:13:24,208
England  UK,117,Middlesbrough,27/02/2018,27/02/2018 18:18:34,NULL,0,NULL,NULL,NULL,NULL,0,NULL,NULL,0
England  UK,118,Northwich,27/02/2018,27/02/2018 17:34:08,27/02/2018 19:32:07,7079,27/02/2018 18:18:05,27/02/2018 18:38:51,27/02/2018 18:42:07,27/02/2018 18:44:01,114,27/02/2018 18:44:13,27/02/2018 18:45:41,88
England  UK,119,Sheffield,27/02/2018,27/02/2018 19:27:33,27/02/2018 21:29:26,7313,27/02/2018 20:14:19,27/02/2018 20:50:49,27/02/2018 21:01:25,27/02/2018 21:07:06,341,27/02/2018 21:08:16,27/02/2018 21:12:00,224
England  UK,121,York,27/02/2018,27/02/2018 17:41:09,27/02/2018 19:54:09,7980,27/02/2018 18:20:53,27/02/2018 18:56:23,27/02/2018 19:03:58,27/02/2018 19:09:07,309,27/02/2018 19:09:18,27/02/2018 19:12:44,206
England  UK,122,Wakefield,27/02/2018,NULL,NULL,0,NULL,NULL,28/02/2018 08:01:55,28/02/2018 08:05:16,201,NULL,NULL,0
England  UK,123,Widnes,27/02/2018,27/02/2018 17:50:15,27/02/2018 20:14:12,8637,27/02/2018 18:48:51,27/02/2018 19:33:32,27/02/2018 19:42:37,27/02/2018 19:51:50,553,27/02/2018 19:52:17,27/02/2018 20:00:30,493
England  UK,125,Stockton,27/02/2018,27/02/2018 18:14:56,27/02/2018 19:32:18,4642,27/02/2018 18:37:55,27/02/2018 19:10:00,27/02/2018 19:16:55,27/02/2018 19:22:05,310,27/02/2018 19:22:52,27/02/2018 19:26:35,223
England  UK,126,Stafford,27/02/2018,27/02/2018 18:21:18,27/02/2018 20:20:09,7131,27/02/2018 18:41:51,27/02/2018 19:45:22,27/02/2018 19:54:48,27/02/2018 19:59:37,289,27/02/2018 20:00:14,27/02/2018 20:03:20,186
England  UK,127,Redditch,27/02/2018,27/02/2018 18:13:23,27/02/2018 21:26:09,11566,27/02/2018 18:35:18,27/02/2018 19:46:17,27/02/2018 19:57:33,27/02/2018 20:02:22,289,27/02/2018 20:02:45,27/02/2018 20:06:56,251
England  UK,129,Luton,27/02/2018,27/02/2018 18:27:21,27/02/2018 20:40:52,8011,27/02/2018 18:49:20,27/02/2018 19:26:51,27/02/2018 19:32:46,27/02/2018 19:37:45,299,27/02/2018 19:38:42,27/02/2018 19:41:57,195
England  UK,131,Macclesfield,27/02/2018,27/02/2018 17:41:22,27/02/2018 19:33:18,6716,27/02/2018 18:02:20,27/02/2018 18:31:04,27/02/2018 18:35:30,27/02/2018 18:40:30,300,27/02/2018 18:40:45,27/02/2018 18:43:52,187
England  UK,132,Norris Green,27/02/2018,27/02/2018 17:50:26,27/02/2018 18:50:19,3593,27/02/2018 18:11:34,27/02/2018 18:30:41,27/02/2018 18:34:26,27/02/2018 18:39:12,286,27/02/2018 18:39:28,27/02/2018 18:42:42,194
England  UK,133,Weston-Super-Mare,27/02/2018,27/02/2018 17:45:16,27/02/2018 19:06:37,4881,27/02/2018 18:24:36,27/02/2018 18:47:38,27/02/2018 18:51:04,27/02/2018 18:54:43,219,27/02/2018 18:55:05,27/02/2018 18:57:09,124
England  UK,134,Bolton,27/02/2018,27/02/2018 19:28:27,27/02/2018 22:02:18,9231,27/02/2018 20:11:33,27/02/2018 20:49:43,27/02/2018 21:00:58,27/02/2018 21:06:43,345,27/02/2018 21:08:27,27/02/2018 21:12:01,214
England  UK,143,St Helens,27/02/2018,27/02/2018 18:34:12,27/02/2018 20:34:24,7212,27/02/2018 19:21:54,27/02/2018 20:07:08,27/02/2018 20:18:03,27/02/2018 20:23:17,314,27/02/2018 20:24:44,27/02/2018 20:28:01,197
England  UK,145,Sunderland,27/02/2018,27/02/2018 18:31:24,27/02/2018 20:21:02,6578,27/02/2018 19:11:03,27/02/2018 19:44:30,27/02/2018 20:04:45,27/02/2018 20:09:29,284,27/02/2018 20:10:06,27/02/2018 20:13:23,197
England  UK,146,Farnborough,27/02/2018,27/02/2018 17:37:54,27/02/2018 19:31:38,6824,27/02/2018 18:10:22,27/02/2018 18:39:46,27/02/2018 18:43:51,27/02/2018 18:48:25,274,27/02/2018 18:48:39,27/02/2018 18:51:42,183
England  UK,147,Yeovil,27/02/2018,27/02/2018 17:48:23,27/02/2018 20:13:32,8709,27/02/2018 18:35:58,27/02/2018 19:01:53,27/02/2018 19:09:48,27/02/2018 19:14:42,294,27/02/2018 19:15:22,27/02/2018 19:18:38,196
England  UK,148,Hatfield,27/02/2018,27/02/2018 17:53:01,27/02/2018 19:32:47,5986,27/02/2018 18:14:08,27/02/2018 19:05:12,27/02/2018 19:12:08,27/02/2018 19:17:22,314,27/02/2018 19:17:45,27/02/2018 19:22:08,263
Wales  UK,149,Rhyl,27/02/2018,27/02/2018 16:37:48,27/02/2018 17:23:12,2724,27/02/2018 16:58:42,27/02/2018 17:08:01,27/02/2018 17:11:26,27/02/2018 17:15:20,234,27/02/2018 17:15:38,27/02/2018 17:18:02,144
England  UK,150,Southport,27/02/2018,27/02/2018 18:13:38,NULL,0,27/02/2018 18:35:25,NULL,27/02/2018 19:28:02,27/02/2018 19:32:52,290,NULL,NULL,0
Wales  UK,153,Abergavenny,27/02/2018,27/02/2018 17:49:09,27/02/2018 18:47:13,3484,27/02/2018 18:20:15,27/02/2018 18:32:35,27/02/2018 18:35:50,27/02/2018 18:39:24,214,27/02/2018 18:39:38,27/02/2018 18:42:23,165
Wales  UK,154,Cwmbran,27/02/2018,27/02/2018 17:53:45,27/02/2018 19:59:52,7567,27/02/2018 18:36:53,27/02/2018 19:05:48,27/02/2018 19:11:34,27/02/2018 19:15:32,238,27/02/2018 19:16:14,27/02/2018 19:18:22,128
Wales  UK,155,Bridgend,27/02/2018,27/02/2018 19:13:22,27/02/2018 20:48:08,5686,27/02/2018 19:50:17,27/02/2018 20:14:21,27/02/2018 20:20:47,27/02/2018 20:25:46,299,27/02/2018 20:26:05,27/02/2018 20:29:51,226
England  UK,156,Havant,27/02/2018,27/02/2018 17:50:07,27/02/2018 19:26:48,5801,27/02/2018 18:11:14,27/02/2018 18:34:29,27/02/2018 18:39:14,27/02/2018 18:43:53,279,27/02/2018 18:44:08,27/02/2018 18:47:13,185
England  UK,157,Warrington,27/02/2018,27/02/2018 19:14:07,NULL,0,27/02/2018 19:58:42,NULL,27/02/2018 20:07:47,27/02/2018 20:12:55,308,NULL,NULL,0
Wales  UK,158,Pontypridd,27/02/2018,27/02/2018 18:21:26,27/02/2018 19:26:54,3928,27/02/2018 18:51:48,27/02/2018 19:09:36,27/02/2018 19:14:01,27/02/2018 19:19:07,306,27/02/2018 19:20:01,27/02/2018 19:22:26,145
England  UK,159,Blackpool,27/02/2018,27/02/2018 17:50:14,27/02/2018 19:43:58,6824,27/02/2018 18:26:30,27/02/2018 18:51:26,27/02/2018 18:57:41,27/02/2018 19:03:07,326,27/02/2018 19:03:40,27/02/2018 19:06:50,190
