Country,Store,Name,Date,EOD Start,EOD Finish,EOD Duration(s), Backup Start, Backup End, Replication Window, Replication Start, Replication End, Replication Duration(s), Deployment Start, Deployment End, Dep Duration, ST File Size, PL File Size
England  UK,0001,Basingstoke,14/08/2018,14/08/2018 20:41:44,14/08/2018 22:05:19,5015,14/08/2018 21:03:42,14/08/2018 21:27:27,,14/08/2018 21:32:43,14/08/2018 21:37:21,278,14/08/2018 21:38:14,14/08/2018 21:39:25,71,,
England  UK,0002,Southampton,14/08/2018,14/08/2018 19:32:43,14/08/2018 22:43:27,11444,14/08/2018 19:56:35,14/08/2018 21:28:07,,14/08/2018 21:47:53,14/08/2018 21:57:43,590,14/08/2018 21:57:57,14/08/2018 22:11:04,787,,
England  UK,0003,Isle of Wight,14/08/2018,14/08/2018 18:09:37,14/08/2018 20:09:30,7193,14/08/2018 18:49:40,14/08/2018 19:09:54,,14/08/2018 19:14:00,14/08/2018 19:19:09,309,14/08/2018 19:19:18,14/08/2018 19:23:26,248,,
Wales  UK,0005,Port Talbot,14/08/2018,14/08/2018 17:37:45,14/08/2018 18:31:53,3248,14/08/2018 18:12:04,14/08/2018 18:19:11,,14/08/2018 18:22:06,14/08/2018 18:25:25,199,14/08/2018 18:25:34,14/08/2018 18:28:07,153,,
England  UK,0008,Peterborough,14/08/2018,14/08/2018 18:33:30,14/08/2018 21:57:31,12241,14/08/2018 18:57:01,14/08/2018 19:48:03,,14/08/2018 20:01:09,14/08/2018 20:05:58,289,14/08/2018 20:07:59,14/08/2018 20:09:30,91,,
England  UK,0010,Exeter,14/08/2018,14/08/2018 19:01:13,14/08/2018 22:10:52,11379,14/08/2018 19:46:01,14/08/2018 20:57:57,,14/08/2018 21:10:32,14/08/2018 21:16:16,344,14/08/2018 21:17:33,14/08/2018 21:22:49,316,,
England  UK,0011,St Austell,14/08/2018,14/08/2018 17:43:43,14/08/2018 18:49:22,3939,14/08/2018 18:04:52,14/08/2018 18:28:04,,14/08/2018 18:34:49,14/08/2018 18:38:39,230,14/08/2018 18:38:50,14/08/2018 18:43:45,295,,
England  UK,0012,Exmouth,14/08/2018,14/08/2018 18:10:39,14/08/2018 19:42:59,5540,14/08/2018 18:47:20,14/08/2018 19:09:46,,14/08/2018 19:13:41,14/08/2018 19:18:40,299,14/08/2018 19:18:53,14/08/2018 19:23:40,287,,
Wales  UK,0014,Swansea,14/08/2018,14/08/2018 18:20:29,14/08/2018 19:39:50,4761,14/08/2018 18:42:54,14/08/2018 19:16:43,,14/08/2018 19:24:08,14/08/2018 19:27:52,224,14/08/2018 19:28:33,14/08/2018 19:32:49,256,,
England  UK,0015,Bath,14/08/2018,14/08/2018 18:11:57,14/08/2018 20:50:02,9485,14/08/2018 18:57:36,14/08/2018 19:37:07,,14/08/2018 19:44:42,14/08/2018 19:50:03,321,14/08/2018 19:51:02,14/08/2018 19:56:57,355,,
England  UK,0016,Epsom,14/08/2018,14/08/2018 19:46:15,14/08/2018 21:16:57,5442,14/08/2018 20:17:31,14/08/2018 20:39:22,,14/08/2018 20:43:57,14/08/2018 20:47:46,229,14/08/2018 20:48:07,14/08/2018 20:52:41,274,,
England  UK,0021,Romford,14/08/2018,14/08/2018 19:26:52,14/08/2018 22:21:37,10485,14/08/2018 20:05:20,14/08/2018 21:01:21,,14/08/2018 21:05:47,14/08/2018 21:08:40,173,14/08/2018 21:09:23,14/08/2018 21:10:45,82,,
England  UK,0022,Salisbury,14/08/2018,14/08/2018 18:03:48,14/08/2018 19:32:56,5348,14/08/2018 18:27:52,14/08/2018 19:07:33,,14/08/2018 19:12:29,14/08/2018 19:17:31,302,14/08/2018 19:17:47,14/08/2018 19:21:53,246,,
England  UK,0023,Derby,14/08/2018,14/08/2018 18:54:09,-,-,14/08/2018 19:18:18,-,,14/08/2018 19:29:54,14/08/2018 19:35:27,333,-,-,,,
England  UK,0024,Shrewsbury,14/08/2018,14/08/2018 17:52:30,14/08/2018 19:09:29,4619,14/08/2018 18:25:11,14/08/2018 18:47:45,,14/08/2018 18:53:21,14/08/2018 18:58:01,280,14/08/2018 18:58:27,14/08/2018 19:02:58,271,,
England  UK,0025,Ilkeston,14/08/2018,14/08/2018 19:12:34,14/08/2018 21:11:35,7141,14/08/2018 19:34:43,14/08/2018 20:06:44,,14/08/2018 20:11:59,14/08/2018 20:16:22,263,14/08/2018 20:16:56,14/08/2018 20:21:05,249,,
England  UK,0026,Dunstable,14/08/2018,-,-,-,-,-,,15/08/2018 09:00:29,15/08/2018 09:02:12,103,-,-,,,
England  UK,0028,Stourbridge,14/08/2018,14/08/2018 20:30:31,14/08/2018 21:40:51,4220,14/08/2018 21:05:12,14/08/2018 21:19:41,,14/08/2018 21:24:57,14/08/2018 21:29:40,283,14/08/2018 21:30:11,14/08/2018 21:34:35,264,,
England  UK,0029,Brighton,14/08/2018,14/08/2018 19:32:09,14/08/2018 21:45:15,7986,14/08/2018 20:16:31,14/08/2018 20:47:14,,14/08/2018 20:54:10,14/08/2018 20:59:09,299,14/08/2018 21:00:04,14/08/2018 21:04:37,273,,
England  UK,0031,Arnold,14/08/2018,14/08/2018 18:42:43,14/08/2018 20:57:20,8077,14/08/2018 19:23:26,14/08/2018 19:52:54,,14/08/2018 19:59:10,14/08/2018 20:04:28,318,14/08/2018 20:04:39,14/08/2018 20:08:53,254,,
England  UK,0032,Boston,14/08/2018,14/08/2018 18:53:25,14/08/2018 21:38:47,9922,14/08/2018 20:23:24,14/08/2018 21:05:48,,14/08/2018 21:13:04,14/08/2018 21:19:48,404,14/08/2018 21:20:27,14/08/2018 21:27:39,432,,
England  UK,0033,Cambridge,14/08/2018,-,-,-,-,-,,15/08/2018 09:00:58,15/08/2018 09:03:26,148,-,-,,,
England  UK,0034,Chelmsford,14/08/2018,14/08/2018 18:45:27,14/08/2018 21:27:02,9695,14/08/2018 19:07:42,14/08/2018 19:47:54,,14/08/2018 19:56:10,14/08/2018 20:00:49,279,14/08/2018 20:02:09,14/08/2018 20:06:39,270,,
