Country,Store,Name,Date,EOD Start,EOD Finish,EOD Duration(s), Backup Start, Backup End, Replication Window, Replication Start, Replication End, Replication Duration(s), Deployment Start, Deployment End, Dep Duration, ST File Size, PL File Size
England  UK,0022,Salisbury,20/01/2019,20/01/2019 16:10:24,-,-,20/01/2019 16:33:23,-,,20/01/2019 16:38:18,20/01/2019 16:43:21,303,-,-,,,
England  UK,0023,Derby,20/01/2019,20/01/2019 17:17:13,20/01/2019 19:32:17,8104,20/01/2019 17:41:28,20/01/2019 18:28:46,,20/01/2019 18:41:51,20/01/2019 18:46:30,279,-,-,,,
England  UK,0024,Shrewsbury,20/01/2019,20/01/2019 16:22:41,20/01/2019 17:45:56,4995,20/01/2019 16:56:17,20/01/2019 17:24:50,,20/01/2019 17:30:35,20/01/2019 17:36:05,330,20/01/2019 17:36:40,20/01/2019 17:38:51,131,,
England  UK,0025,Ilkeston,20/01/2019,20/01/2019 16:15:56,20/01/2019 18:17:23,7287,20/01/2019 16:38:02,20/01/2019 17:12:31,,20/01/2019 17:18:26,20/01/2019 17:22:50,264,20/01/2019 17:23:38,20/01/2019 17:25:04,86,,
England  UK,0026,Dunstable,20/01/2019,20/01/2019 16:08:31,20/01/2019 17:27:16,4725,20/01/2019 16:43:07,20/01/2019 17:08:28,,20/01/2019 17:13:44,20/01/2019 17:18:13,269,20/01/2019 17:18:19,20/01/2019 17:19:52,93,,
England  UK,0028,Stourbridge,20/01/2019,20/01/2019 16:10:04,20/01/2019 17:16:43,3999,20/01/2019 16:44:07,20/01/2019 16:59:54,,20/01/2019 17:05:00,20/01/2019 17:09:28,268,20/01/2019 17:09:58,20/01/2019 17:11:30,92,,
England  UK,0029,Brighton,20/01/2019,20/01/2019 17:59:33,-,-,20/01/2019 18:43:40,-,,20/01/2019 18:50:05,20/01/2019 18:53:45,220,-,-,,,
England  UK,0031,Arnold,20/01/2019,20/01/2019 16:11:16,20/01/2019 18:22:40,7884,20/01/2019 16:52:44,20/01/2019 17:23:26,,20/01/2019 17:28:51,20/01/2019 17:33:26,275,20/01/2019 17:33:37,20/01/2019 17:34:55,78,,
England  UK,0032,Boston,20/01/2019,20/01/2019 16:27:55,20/01/2019 19:09:36,9701,20/01/2019 17:57:53,20/01/2019 18:42:46,,20/01/2019 18:48:42,20/01/2019 18:53:16,274,20/01/2019 18:53:58,20/01/2019 18:57:24,206,,
England  UK,0033,Cambridge,20/01/2019,20/01/2019 17:24:33,20/01/2019 18:45:51,4878,20/01/2019 17:54:42,20/01/2019 18:23:30,,20/01/2019 18:27:35,20/01/2019 18:31:58,263,20/01/2019 18:32:35,20/01/2019 18:34:16,101,,
England  UK,0034,Chelmsford,20/01/2019,20/01/2019 17:43:00,20/01/2019 20:24:48,9708,20/01/2019 18:05:09,20/01/2019 18:46:20,,20/01/2019 18:54:55,20/01/2019 19:00:05,310,20/01/2019 19:01:27,20/01/2019 19:03:18,111,,
England  UK,0035,Colchester,20/01/2019,20/01/2019 18:15:43,20/01/2019 21:23:04,11241,20/01/2019 19:01:04,20/01/2019 19:42:41,,20/01/2019 19:50:06,20/01/2019 19:54:40,274,20/01/2019 19:55:47,20/01/2019 19:57:54,127,,
England  UK,0036,Ipswich,20/01/2019,20/01/2019 17:32:17,20/01/2019 19:28:50,6993,20/01/2019 17:55:52,20/01/2019 18:49:58,,20/01/2019 18:58:23,20/01/2019 19:02:18,235,20/01/2019 19:02:37,20/01/2019 19:03:47,70,,
England  UK,0037,Kettering,20/01/2019,20/01/2019 16:25:39,20/01/2019 17:38:37,4378,20/01/2019 17:00:31,20/01/2019 17:22:10,,20/01/2019 17:27:05,20/01/2019 17:30:40,215,20/01/2019 17:31:15,20/01/2019 17:32:33,78,,
England  UK,0039,Leicester,20/01/2019,20/01/2019 18:37:16,20/01/2019 21:54:59,11863,20/01/2019 19:00:17,20/01/2019 19:53:26,,20/01/2019 20:04:02,20/01/2019 20:08:41,279,20/01/2019 20:16:11,20/01/2019 20:18:02,111,,
England  UK,0040,Nottingham,20/01/2019,20/01/2019 17:49:43,20/01/2019 21:21:04,12681,20/01/2019 18:37:45,20/01/2019 19:33:30,,20/01/2019 19:46:25,20/01/2019 19:50:55,270,20/01/2019 19:56:47,20/01/2019 19:58:21,94,,
England  UK,0041,Southend,20/01/2019,20/01/2019 16:21:14,20/01/2019 18:26:19,7505,20/01/2019 16:43:06,20/01/2019 17:19:15,,20/01/2019 17:25:40,20/01/2019 17:30:25,285,20/01/2019 17:31:25,20/01/2019 17:33:32,127,,
England  UK,0045,Bromsgrove,20/01/2019,20/01/2019 16:11:20,20/01/2019 17:11:33,3613,20/01/2019 16:41:23,20/01/2019 16:57:55,,20/01/2019 17:00:41,20/01/2019 17:05:00,259,20/01/2019 17:05:18,20/01/2019 17:06:38,80,,
England  UK,0046,Cannock,20/01/2019,-,-,-,-,-,,20/01/2019 10:04:08,20/01/2019 10:06:25,137,-,-,,,
England  UK,0047,Cheltenham,20/01/2019,20/01/2019 17:17:50,20/01/2019 19:02:08,6258,20/01/2019 17:39:56,20/01/2019 18:05:49,,20/01/2019 18:10:44,20/01/2019 18:15:08,264,20/01/2019 18:16:47,20/01/2019 18:18:25,98,,
England  UK,0048,Congleton,20/01/2019,20/01/2019 16:14:05,-,-,20/01/2019 16:50:50,-,,20/01/2019 16:53:55,20/01/2019 16:58:24,269,-,-,,,
England  UK,0049,Croydon,20/01/2019,-,-,-,-,-,,20/01/2019 10:05:33,20/01/2019 10:07:44,131,-,-,,,
England  UK,0050,Eastbourne,20/01/2019,20/01/2019 16:46:07,20/01/2019 19:25:23,9556,20/01/2019 17:27:45,20/01/2019 18:07:59,,20/01/2019 18:14:54,20/01/2019 18:19:12,258,20/01/2019 18:20:26,20/01/2019 18:21:58,92,,
England  UK,0052,Bedford,20/01/2019,20/01/2019 17:35:09,-,-,20/01/2019 17:58:17,20/01/2019 18:39:06,,-,-,-,-,-,,,
England  UK,0053,Hereford,20/01/2019,20/01/2019 16:48:55,-,-,20/01/2019 17:11:41,-,,20/01/2019 17:19:47,20/01/2019 17:24:45,298,-,-,,,
England  UK,0054,Hitchin,20/01/2019,20/01/2019 16:17:32,20/01/2019 17:10:39,3187,20/01/2019 16:38:25,20/01/2019 16:55:03,,20/01/2019 16:59:19,20/01/2019 17:03:37,258,20/01/2019 17:04:00,20/01/2019 17:05:26,86,,
Wales  UK,0055,Newport,20/01/2019,20/01/2019 16:18:34,20/01/2019 18:16:32,7078,20/01/2019 17:00:46,20/01/2019 17:28:08,,20/01/2019 17:33:54,20/01/2019 17:38:17,263,20/01/2019 17:38:31,20/01/2019 17:39:53,82,,
England  UK,0056,Nuneaton,20/01/2019,20/01/2019 17:12:42,20/01/2019 18:51:05,5903,20/01/2019 17:49:43,20/01/2019 18:12:43,,20/01/2019 18:18:58,20/01/2019 18:23:28,270,20/01/2019 18:24:36,20/01/2019 18:26:14,98,,
England  UK,0057,Portsmouth,20/01/2019,20/01/2019 16:45:26,20/01/2019 18:28:08,6162,20/01/2019 17:08:23,20/01/2019 17:38:15,,20/01/2019 17:43:51,20/01/2019 17:48:29,278,-,-,,,
England  UK,0059,Barnstaple,20/01/2019,20/01/2019 17:17:33,20/01/2019 19:41:48,8655,20/01/2019 17:57:25,20/01/2019 18:26:11,,20/01/2019 18:31:57,20/01/2019 18:36:11,254,20/01/2019 18:37:01,20/01/2019 18:38:24,83,,
England  UK,0060,Camborne,20/01/2019,20/01/2019 16:14:53,20/01/2019 17:44:07,5354,20/01/2019 16:39:05,20/01/2019 17:02:01,,20/01/2019 17:06:06,20/01/2019 17:10:26,260,20/01/2019 17:11:08,20/01/2019 17:12:26,78,,
England  UK,0061,Rugby,20/01/2019,20/01/2019 16:07:32,20/01/2019 17:22:43,4511,20/01/2019 16:28:27,20/01/2019 16:48:31,,20/01/2019 16:52:56,20/01/2019 16:57:20,264,20/01/2019 16:57:31,20/01/2019 16:58:57,86,,
England  UK,0063,Swindon,20/01/2019,20/01/2019 17:23:23,20/01/2019 20:51:18,12475,20/01/2019 17:47:25,20/01/2019 18:39:49,,20/01/2019 18:59:24,20/01/2019 19:04:45,321,20/01/2019 19:08:02,20/01/2019 19:10:03,121,,
England  UK,0064,Tamworth,20/01/2019,20/01/2019 16:24:09,20/01/2019 17:55:09,5460,20/01/2019 17:02:19,20/01/2019 17:18:55,,20/01/2019 17:22:40,20/01/2019 17:27:14,274,20/01/2019 17:27:45,20/01/2019 17:29:15,90,,
England  UK,0065,Tiverton,20/01/2019,20/01/2019 17:10:48,20/01/2019 18:18:31,4063,20/01/2019 17:44:04,20/01/2019 17:57:10,,20/01/2019 17:59:45,20/01/2019 18:03:18,213,20/01/2019 18:03:38,20/01/2019 18:04:29,51,,
England  UK,0066,Warminster,20/01/2019,20/01/2019 17:38:39,20/01/2019 18:27:37,2938,20/01/2019 18:05:56,20/01/2019 18:14:12,,20/01/2019 18:16:37,20/01/2019 18:20:13,216,20/01/2019 18:20:27,20/01/2019 18:21:38,71,,
England  UK,0067,Winchester,20/01/2019,20/01/2019 16:16:43,20/01/2019 17:50:42,5639,20/01/2019 16:49:42,20/01/2019 17:16:05,,20/01/2019 17:19:20,20/01/2019 17:23:51,271,20/01/2019 17:24:05,20/01/2019 17:25:57,112,,
England  UK,0068,Torquay,20/01/2019,20/01/2019 17:22:56,20/01/2019 18:55:07,5531,20/01/2019 17:45:59,20/01/2019 18:11:38,,20/01/2019 18:16:03,20/01/2019 18:20:26,263,20/01/2019 18:20:58,20/01/2019 18:22:25,87,,
England  UK,0069,Truro,20/01/2019,20/01/2019 16:34:22,20/01/2019 17:59:39,5117,20/01/2019 17:19:39,20/01/2019 17:41:25,,20/01/2019 17:46:21,20/01/2019 17:50:45,264,20/01/2019 17:51:37,20/01/2019 17:53:06,89,,
England  UK,0071,Leamington Spa,20/01/2019,20/01/2019 16:21:59,20/01/2019 18:43:54,8515,20/01/2019 16:55:34,20/01/2019 17:26:55,,20/01/2019 17:31:40,20/01/2019 17:35:59,259,20/01/2019 17:38:55,20/01/2019 17:42:17,202,,
England  UK,0072,Newbury,20/01/2019,20/01/2019 16:12:36,20/01/2019 17:44:05,5489,20/01/2019 16:48:37,20/01/2019 17:14:54,,20/01/2019 17:20:09,20/01/2019 17:24:33,264,20/01/2019 17:24:47,20/01/2019 17:26:26,99,,
England  UK,0073,Poole,20/01/2019,20/01/2019 16:58:04,20/01/2019 19:23:43,8739,20/01/2019 17:21:38,20/01/2019 17:57:42,,20/01/2019 18:05:47,20/01/2019 18:10:12,265,20/01/2019 18:11:46,20/01/2019 18:13:33,107,,
England  UK,0074,Reading,20/01/2019,20/01/2019 18:13:26,20/01/2019 20:36:33,8587,20/01/2019 18:36:58,20/01/2019 19:19:58,,20/01/2019 19:30:24,20/01/2019 19:35:48,324,20/01/2019 19:38:06,20/01/2019 19:39:57,111,,
England  UK,0075,Sutton Coldfield,20/01/2019,20/01/2019 17:23:16,20/01/2019 19:25:54,7358,20/01/2019 18:04:30,20/01/2019 18:33:14,,20/01/2019 18:38:50,20/01/2019 18:43:14,264,20/01/2019 18:45:24,20/01/2019 18:46:59,95,,
England  UK,0076,Taunton,20/01/2019,20/01/2019 17:30:47,-,-,20/01/2019 17:55:22,-,,20/01/2019 18:01:47,20/01/2019 18:06:26,279,-,-,,,
England  UK,0077,West Bromwich,20/01/2019,20/01/2019 17:34:13,20/01/2019 19:42:52,7719,20/01/2019 18:13:29,20/01/2019 18:41:04,,20/01/2019 18:47:39,20/01/2019 18:51:59,260,20/01/2019 18:53:33,20/01/2019 18:55:08,95,,
England  UK,0079,Boscombe,20/01/2019,20/01/2019 19:01:44,20/01/2019 20:15:05,4401,20/01/2019 19:23:50,20/01/2019 19:48:20,,20/01/2019 19:52:45,20/01/2019 19:57:08,263,20/01/2019 19:57:41,20/01/2019 19:59:10,89,,
England  UK,0080,Bridgwater,20/01/2019,20/01/2019 17:18:28,20/01/2019 19:17:36,7148,20/01/2019 17:58:09,20/01/2019 18:24:29,,20/01/2019 18:31:05,20/01/2019 18:35:20,255,20/01/2019 18:36:26,20/01/2019 18:38:18,112,,
Wales  UK,0082,Carmarthen,20/01/2019,20/01/2019 16:11:10,20/01/2019 17:34:00,4970,20/01/2019 16:55:43,20/01/2019 17:10:10,,20/01/2019 17:13:56,20/01/2019 17:18:09,253,20/01/2019 17:18:31,20/01/2019 17:20:03,92,,
England  UK,0083,Penzance,20/01/2019,20/01/2019 16:42:50,20/01/2019 20:01:00,11890,20/01/2019 17:03:53,20/01/2019 18:11:44,,20/01/2019 18:26:11,20/01/2019 18:30:40,269,20/01/2019 18:31:30,20/01/2019 18:33:33,123,,
England  UK,0084,Dudley,20/01/2019,20/01/2019 16:15:31,20/01/2019 17:55:47,6016,20/01/2019 16:47:14,20/01/2019 17:13:15,,20/01/2019 17:17:31,20/01/2019 17:21:54,263,20/01/2019 17:22:26,20/01/2019 17:23:51,85,,
England  UK,0085,Ealing Broadway,20/01/2019,20/01/2019 18:22:05,20/01/2019 19:53:12,5467,20/01/2019 18:58:01,20/01/2019 19:15:43,,20/01/2019 19:19:19,20/01/2019 19:23:42,263,20/01/2019 19:24:17,20/01/2019 19:25:46,89,,
England  UK,0086,Frome,20/01/2019,20/01/2019 17:54:17,20/01/2019 18:59:41,3924,20/01/2019 18:26:30,20/01/2019 18:41:17,,20/01/2019 18:44:42,20/01/2019 18:48:46,244,20/01/2019 18:49:10,20/01/2019 18:50:36,86,,
England  UK,0087,Gloucester,20/01/2019,20/01/2019 17:13:15,20/01/2019 19:54:50,9695,20/01/2019 18:01:07,20/01/2019 18:45:17,,20/01/2019 18:54:52,20/01/2019 18:58:37,225,20/01/2019 19:00:17,20/01/2019 19:02:04,107,,
Channel Islands,0088,Guernsey,20/01/2019,-,-,-,-,-,,20/01/2019 10:22:07,20/01/2019 10:24:28,141,-,-,,,
England  UK,0091,Weymouth,20/01/2019,20/01/2019 16:04:25,20/01/2019 17:58:18,6833,20/01/2019 16:44:50,20/01/2019 17:10:19,,20/01/2019 17:14:15,20/01/2019 17:18:18,243,20/01/2019 17:18:46,20/01/2019 17:20:15,89,,
England  UK,0093,Bristol City Centre,20/01/2019,-,-,-,-,-,,20/01/2019 10:23:04,20/01/2019 10:25:25,141,-,-,,,
England  UK,0095,Wigan,20/01/2019,21/01/2019 01:20:30,21/01/2019 03:30:13,7783,21/01/2019 01:26:24,21/01/2019 02:12:56,,21/01/2019 02:27:02,21/01/2019 02:32:06,304,21/01/2019 02:32:33,21/01/2019 02:34:13,100,,
Scotland  UK,0096,Aberdeen,20/01/2019,20/01/2019 16:50:32,20/01/2019 18:48:52,7100,20/01/2019 17:13:34,20/01/2019 17:43:02,,20/01/2019 17:50:38,20/01/2019 17:55:06,268,20/01/2019 17:55:21,20/01/2019 17:57:04,103,,
Scotland  UK,0099,Cumbernauld,20/01/2019,20/01/2019 17:22:10,20/01/2019 18:28:43,3993,20/01/2019 17:56:50,20/01/2019 18:13:22,,20/01/2019 18:16:57,20/01/2019 18:21:01,244,20/01/2019 18:21:28,20/01/2019 18:23:03,95,,
Scotland  UK,0100,Edinburgh,20/01/2019,20/01/2019 17:19:13,20/01/2019 19:37:38,8305,20/01/2019 17:48:03,20/01/2019 18:15:33,,20/01/2019 18:20:38,20/01/2019 18:24:44,246,20/01/2019 18:25:46,20/01/2019 18:27:08,82,,
Scotland  UK,0102,Glasgow,20/01/2019,20/01/2019 18:19:57,21/01/2019 00:33:35,22418,20/01/2019 18:42:34,20/01/2019 21:01:23,,20/01/2019 21:20:19,20/01/2019 21:25:04,285,20/01/2019 21:28:00,20/01/2019 21:29:42,102,,
England  UK,0103,Wallasey,20/01/2019,20/01/2019 16:10:38,20/01/2019 17:37:17,5199,20/01/2019 16:44:33,20/01/2019 17:05:24,,20/01/2019 17:09:19,20/01/2019 17:13:48,269,20/01/2019 17:13:52,20/01/2019 17:15:19,87,,
England  UK,0104,Halifax,20/01/2019,20/01/2019 16:38:18,20/01/2019 19:00:57,8559,20/01/2019 16:59:55,20/01/2019 18:19:29,,20/01/2019 18:29:55,20/01/2019 18:34:49,294,20/01/2019 18:35:10,20/01/2019 18:36:50,100,,
England  UK,0106,Leeds,20/01/2019,20/01/2019 17:21:47,-,-,20/01/2019 18:05:36,-,,20/01/2019 18:14:52,20/01/2019 18:19:42,290,-,-,,,
Scotland  UK,0108,Livingston,20/01/2019,20/01/2019 17:12:50,20/01/2019 18:49:28,5798,20/01/2019 17:34:49,20/01/2019 18:03:22,,20/01/2019 18:08:08,20/01/2019 18:12:27,259,20/01/2019 18:13:09,20/01/2019 18:14:39,90,,
Scotland  UK,0110,Perth,20/01/2019,20/01/2019 16:27:01,20/01/2019 18:08:55,6114,20/01/2019 16:57:56,20/01/2019 17:19:39,,20/01/2019 17:23:44,20/01/2019 17:27:18,214,20/01/2019 17:27:45,20/01/2019 17:29:11,86,,
England  UK,0111,Preston,20/01/2019,20/01/2019 17:35:52,20/01/2019 20:31:50,10558,20/01/2019 18:27:42,20/01/2019 19:12:27,,20/01/2019 19:24:42,20/01/2019 19:28:22,220,20/01/2019 19:31:31,20/01/2019 19:33:37,126,,
England  UK,0113,Bradford Idle,20/01/2019,20/01/2019 16:25:15,20/01/2019 17:48:07,4972,20/01/2019 16:48:13,20/01/2019 17:20:31,,20/01/2019 17:25:56,20/01/2019 17:30:21,265,20/01/2019 17:31:08,20/01/2019 17:32:38,90,,
England  UK,0114,Dewsbury,20/01/2019,20/01/2019 17:46:47,20/01/2019 19:14:17,5250,20/01/2019 18:24:48,20/01/2019 18:52:46,,20/01/2019 18:58:52,20/01/2019 19:03:20,268,20/01/2019 19:04:17,20/01/2019 19:05:54,97,,
England  UK,0116,Hull,20/01/2019,20/01/2019 16:21:13,20/01/2019 20:02:12,13259,20/01/2019 17:01:44,20/01/2019 17:38:42,,20/01/2019 17:46:17,20/01/2019 17:50:47,270,20/01/2019 17:52:20,20/01/2019 17:54:03,103,,
England  UK,0117,Middlesbrough,20/01/2019,20/01/2019 17:53:21,-,-,20/01/2019 18:43:30,-,,20/01/2019 18:52:36,20/01/2019 18:57:11,275,-,-,,,
England  UK,0118,Northwich,20/01/2019,20/01/2019 15:38:07,20/01/2019 17:35:06,7019,20/01/2019 16:22:07,20/01/2019 16:41:52,,20/01/2019 16:45:58,20/01/2019 16:50:37,279,20/01/2019 16:50:45,20/01/2019 16:52:14,89,,
England  UK,0119,Sheffield,20/01/2019,20/01/2019 17:14:35,20/01/2019 19:12:33,7078,20/01/2019 18:02:11,20/01/2019 18:34:23,,20/01/2019 18:45:29,20/01/2019 18:50:10,281,20/01/2019 18:52:42,20/01/2019 18:54:30,108,,
England  UK,0120,Grimsby,20/01/2019,20/01/2019 16:10:08,-,-,20/01/2019 16:32:14,-,,20/01/2019 16:37:49,20/01/2019 16:42:23,274,-,-,,,
England  UK,0121,York,20/01/2019,20/01/2019 17:22:36,20/01/2019 19:42:08,8372,20/01/2019 18:02:48,20/01/2019 18:42:17,,20/01/2019 18:50:13,20/01/2019 18:55:58,345,20/01/2019 18:56:12,20/01/2019 18:58:30,138,,
England  UK,0122,Wakefield,20/01/2019,20/01/2019 16:46:34,-,-,20/01/2019 17:30:10,-,,20/01/2019 17:40:46,20/01/2019 17:45:04,258,-,-,,,
England  UK,0123,Widnes,20/01/2019,20/01/2019 17:22:29,20/01/2019 19:35:09,7960,20/01/2019 18:21:06,20/01/2019 19:09:51,,20/01/2019 19:17:07,20/01/2019 19:22:36,329,20/01/2019 19:23:21,20/01/2019 19:25:40,139,,
England  UK,0125,Stockton,20/01/2019,20/01/2019 16:42:39,-,-,20/01/2019 17:06:02,-,,20/01/2019 17:12:58,20/01/2019 17:16:42,224,-,-,,,
England  UK,0126,Stafford,20/01/2019,20/01/2019 16:35:34,20/01/2019 18:29:34,6840,20/01/2019 16:55:54,20/01/2019 17:58:08,,20/01/2019 18:07:24,20/01/2019 18:11:43,259,20/01/2019 18:11:56,20/01/2019 18:13:23,87,,
England  UK,0127,Redditch,20/01/2019,20/01/2019 16:12:12,-,-,20/01/2019 16:33:57,-,,20/01/2019 16:45:13,20/01/2019 16:49:37,264,-,-,,,
England  UK,0129,Luton,20/01/2019,20/01/2019 17:42:00,20/01/2019 19:54:53,7973,20/01/2019 18:03:57,20/01/2019 18:42:47,,20/01/2019 18:48:52,20/01/2019 18:53:26,274,20/01/2019 18:54:59,20/01/2019 18:56:27,88,,
England  UK,0131,Macclesfield,20/01/2019,20/01/2019 16:15:58,20/01/2019 17:57:58,6120,20/01/2019 16:36:50,20/01/2019 17:03:43,,20/01/2019 17:07:59,20/01/2019 17:12:29,270,20/01/2019 17:12:53,20/01/2019 17:14:32,99,,
England  UK,0132,Norris Green,20/01/2019,20/01/2019 16:05:53,20/01/2019 17:07:21,3688,20/01/2019 16:26:58,20/01/2019 16:49:20,,20/01/2019 16:53:05,20/01/2019 16:57:35,270,20/01/2019 16:57:50,20/01/2019 16:59:21,91,,
England  UK,0133,Weston-Super-Mare,20/01/2019,20/01/2019 16:47:02,20/01/2019 18:14:38,5256,20/01/2019 17:27:57,20/01/2019 17:54:17,,20/01/2019 17:58:22,20/01/2019 18:02:46,264,20/01/2019 18:03:25,20/01/2019 18:04:47,82,,
England  UK,0134,Bolton,20/01/2019,20/01/2019 17:46:06,20/01/2019 20:19:35,9209,20/01/2019 18:29:33,20/01/2019 19:08:05,,20/01/2019 19:19:40,20/01/2019 19:24:40,300,20/01/2019 19:26:44,20/01/2019 19:28:39,115,,
England  UK,0143,St Helens,20/01/2019,20/01/2019 16:20:50,20/01/2019 18:45:43,8693,20/01/2019 17:07:02,20/01/2019 17:50:08,,20/01/2019 18:00:34,20/01/2019 18:04:44,250,-,-,,,
Wales  UK,0144,Haverfordwest,20/01/2019,20/01/2019 16:45:31,20/01/2019 18:07:33,4922,20/01/2019 17:19:42,20/01/2019 17:38:50,,20/01/2019 17:42:05,20/01/2019 17:46:35,270,-,-,,,
England  UK,0145,Sunderland,20/01/2019,20/01/2019 16:43:49,20/01/2019 18:35:33,6704,20/01/2019 17:22:54,20/01/2019 17:57:46,,20/01/2019 18:19:32,20/01/2019 18:23:45,253,20/01/2019 18:25:46,20/01/2019 18:27:30,104,,
England  UK,0146,Farnborough,20/01/2019,20/01/2019 16:19:52,20/01/2019 17:53:14,5602,20/01/2019 16:51:45,20/01/2019 17:12:44,,20/01/2019 17:16:49,20/01/2019 17:21:19,270,20/01/2019 17:21:24,20/01/2019 17:22:52,88,,
England  UK,0147,Yeovil,20/01/2019,20/01/2019 17:22:22,-,-,20/01/2019 18:09:31,-,,20/01/2019 18:17:26,20/01/2019 18:21:55,269,-,-,,,
England  UK,0148,Hatfield,20/01/2019,20/01/2019 14:16:09,-,-,20/01/2019 14:37:04,-,,20/01/2019 15:38:01,20/01/2019 15:42:15,254,-,-,,,
Wales  UK,0149,Rhyl,20/01/2019,20/01/2019 16:09:09,20/01/2019 16:55:37,2788,20/01/2019 16:30:01,20/01/2019 16:41:00,,20/01/2019 16:44:46,20/01/2019 16:49:05,259,20/01/2019 16:49:20,20/01/2019 16:50:53,93,,
England  UK,0150,Southport,20/01/2019,20/01/2019 16:07:08,-,-,20/01/2019 16:35:17,-,,20/01/2019 16:39:33,20/01/2019 16:42:47,194,-,-,,,
England  UK,0152,Eastleigh,20/01/2019,20/01/2019 17:26:45,20/01/2019 19:01:57,5712,20/01/2019 18:05:14,20/01/2019 18:30:27,,20/01/2019 18:35:13,20/01/2019 18:39:46,273,-,-,,,
Wales  UK,0153,Abergavenny,20/01/2019,-,-,-,-,-,,20/01/2019 10:42:56,20/01/2019 10:45:07,131,-,-,,,
Wales  UK,0154,Cwmbran,20/01/2019,20/01/2019 16:37:25,20/01/2019 19:36:35,10750,20/01/2019 17:20:33,20/01/2019 18:00:58,,20/01/2019 18:08:03,20/01/2019 18:13:12,309,20/01/2019 18:14:48,20/01/2019 18:16:57,129,,
Wales  UK,0155,Bridgend,20/01/2019,20/01/2019 16:21:15,-,-,20/01/2019 16:57:48,-,,20/01/2019 17:04:04,20/01/2019 17:08:29,265,-,-,,,
England  UK,0156,Havant,20/01/2019,20/01/2019 16:45:30,20/01/2019 18:24:01,5911,20/01/2019 17:06:35,20/01/2019 17:32:21,,20/01/2019 17:37:16,20/01/2019 17:41:46,270,20/01/2019 17:42:08,20/01/2019 17:43:39,91,,
England  UK,0157,Warrington,20/01/2019,20/01/2019 16:24:12,20/01/2019 18:59:06,9294,20/01/2019 17:08:09,20/01/2019 17:43:04,,20/01/2019 17:52:29,20/01/2019 17:57:17,288,20/01/2019 17:57:28,20/01/2019 17:59:02,94,,
Wales  UK,0158,Pontypridd,20/01/2019,20/01/2019 15:45:22,20/01/2019 16:55:21,4199,20/01/2019 16:15:46,20/01/2019 16:36:28,,20/01/2019 16:41:03,20/01/2019 16:44:38,215,20/01/2019 16:45:19,20/01/2019 16:46:43,84,,
England  UK,0159,Blackpool,20/01/2019,20/01/2019 16:32:46,20/01/2019 18:29:58,7032,20/01/2019 17:09:48,20/01/2019 17:37:22,,20/01/2019 17:43:37,20/01/2019 17:48:12,275,20/01/2019 17:49:30,20/01/2019 17:51:33,123,,
