Country,Store,Name,Date,EOD Start,EOD Finish,EOD Duration(s), Backup Start, Backup End, Replication Window, Replication Start, Replication End, Replication Duration(s), Deployment Start, Deployment End, Dep Duration, ST File Size, PL File Size
England  UK,0001,Basingstoke,22/04/2018,22/04/2018 18:57:59,22/04/2018 20:13:14,4515,22/04/2018 19:19:59,22/04/2018 19:41:55,,22/04/2018 19:46:01,22/04/2018 19:48:04,123,-,-,,,
England  UK,0002,Southampton,22/04/2018,22/04/2018 17:35:48,22/04/2018 20:39:15,11007,22/04/2018 17:58:41,22/04/2018 19:28:50,,22/04/2018 19:49:16,22/04/2018 20:00:42,686,22/04/2018 20:01:06,22/04/2018 20:06:16,310,,
England  UK,0003,Isle of Wight,22/04/2018,22/04/2018 17:30:25,-,-,22/04/2018 18:09:25,-,,22/04/2018 18:12:41,22/04/2018 18:17:14,273,-,-,,,
Wales  UK,0005,Port Talbot,22/04/2018,-,-,-,-,-,,23/04/2018 09:00:32,23/04/2018 09:02:46,134,-,-,,,
England  UK,0008,Peterborough,22/04/2018,22/04/2018 17:38:45,22/04/2018 21:01:41,12176,22/04/2018 18:02:20,22/04/2018 18:54:32,,22/04/2018 19:06:57,22/04/2018 19:10:51,234,22/04/2018 19:13:13,22/04/2018 19:15:07,114,,
England  UK,0010,Exeter,22/04/2018,22/04/2018 17:42:23,-,-,22/04/2018 18:26:16,-,,22/04/2018 18:38:02,22/04/2018 18:41:47,225,-,-,,,
England  UK,0011,St Austell,22/04/2018,22/04/2018 16:10:11,22/04/2018 17:13:03,3772,22/04/2018 16:31:21,22/04/2018 16:54:38,,22/04/2018 17:01:04,22/04/2018 17:05:32,268,22/04/2018 17:05:39,22/04/2018 17:07:33,114,,
England  UK,0012,Exmouth,22/04/2018,22/04/2018 16:39:20,22/04/2018 18:12:52,5612,22/04/2018 17:16:17,22/04/2018 17:41:54,,22/04/2018 17:45:40,22/04/2018 17:50:04,264,22/04/2018 17:50:25,22/04/2018 17:52:10,105,,
Wales  UK,0014,Swansea,22/04/2018,22/04/2018 16:15:22,22/04/2018 17:34:30,4748,22/04/2018 16:37:33,22/04/2018 17:11:49,,22/04/2018 17:19:04,22/04/2018 17:23:33,269,22/04/2018 17:25:27,22/04/2018 17:27:14,107,,
England  UK,0015,Bath,22/04/2018,-,-,-,-,-,,23/04/2018 09:01:00,23/04/2018 09:03:30,150,-,-,,,
England  UK,0016,Epsom,22/04/2018,22/04/2018 17:50:28,22/04/2018 19:13:02,4954,22/04/2018 18:22:19,22/04/2018 18:39:53,,22/04/2018 18:44:18,22/04/2018 18:49:04,286,22/04/2018 18:49:44,22/04/2018 18:51:34,110,,
England  UK,0021,Romford,22/04/2018,22/04/2018 17:55:35,22/04/2018 20:26:02,9027,22/04/2018 18:32:37,22/04/2018 19:23:12,,22/04/2018 19:27:18,22/04/2018 19:29:42,144,22/04/2018 19:30:35,22/04/2018 19:31:26,51,,
England  UK,0022,Salisbury,22/04/2018,22/04/2018 16:04:52,22/04/2018 17:26:09,4877,22/04/2018 16:26:56,22/04/2018 17:05:48,,22/04/2018 17:10:34,22/04/2018 17:15:24,290,-,-,,,
England  UK,0023,Derby,22/04/2018,22/04/2018 17:22:54,22/04/2018 19:22:40,7186,22/04/2018 17:46:56,22/04/2018 18:28:39,,22/04/2018 18:41:55,22/04/2018 18:45:44,229,22/04/2018 18:48:49,22/04/2018 18:50:51,122,,
England  UK,0024,Shrewsbury,22/04/2018,22/04/2018 18:13:03,22/04/2018 19:30:06,4623,22/04/2018 18:45:45,22/04/2018 19:10:39,,22/04/2018 19:16:15,22/04/2018 19:20:44,269,22/04/2018 19:21:44,22/04/2018 19:23:24,100,,
England  UK,0025,Ilkeston,22/04/2018,22/04/2018 16:15:26,22/04/2018 18:11:45,6979,22/04/2018 16:37:30,22/04/2018 17:08:57,,22/04/2018 17:14:02,22/04/2018 17:18:31,269,22/04/2018 17:19:19,22/04/2018 17:21:11,112,,
England  UK,0026,Dunstable,22/04/2018,22/04/2018 16:15:42,22/04/2018 17:31:12,4530,22/04/2018 16:50:19,22/04/2018 17:13:13,,22/04/2018 17:18:19,22/04/2018 17:22:52,273,22/04/2018 17:23:07,22/04/2018 17:24:45,98,,
England  UK,0028,Stourbridge,22/04/2018,22/04/2018 16:12:00,22/04/2018 17:16:50,3890,22/04/2018 16:46:08,22/04/2018 17:00:08,,22/04/2018 17:05:14,22/04/2018 17:09:47,273,22/04/2018 17:10:17,22/04/2018 17:11:45,88,,
England  UK,0029,Brighton,22/04/2018,22/04/2018 18:25:26,22/04/2018 20:34:20,7734,22/04/2018 19:10:09,22/04/2018 19:41:11,,22/04/2018 19:47:46,22/04/2018 19:51:31,225,22/04/2018 19:52:52,22/04/2018 19:54:34,102,,
England  UK,0031,Arnold,22/04/2018,22/04/2018 16:14:26,22/04/2018 18:22:28,7682,22/04/2018 16:53:24,22/04/2018 17:22:59,,22/04/2018 17:28:34,22/04/2018 17:33:03,269,22/04/2018 17:33:12,22/04/2018 17:34:52,100,,
England  UK,0032,Boston,22/04/2018,22/04/2018 16:21:49,22/04/2018 19:01:08,9559,22/04/2018 17:52:39,22/04/2018 18:33:13,,22/04/2018 18:40:19,22/04/2018 18:46:08,349,22/04/2018 18:46:52,22/04/2018 18:49:42,170,,
England  UK,0033,Cambridge,22/04/2018,22/04/2018 17:16:11,22/04/2018 18:34:48,4717,22/04/2018 17:46:21,22/04/2018 18:12:10,,22/04/2018 18:16:15,22/04/2018 18:20:48,273,22/04/2018 18:21:23,22/04/2018 18:23:03,100,,
